3199991919999991999999919222424205202032924030329211211990850 2998012079020212 10803073402324671980000....0020021
3199991999919991999999919222115212206021111010304131233129999 2150403119059999 10603144801700334704000....0020021
3199991999919991999999919222422210204062925040304115213049999 2130402119089999 10203151100166091504000....0020024
3199991999919991999999919221115212205051113010304211213069999 2200412119019999 10203202602184615104000....0020023
3199991999919991999999919222424105101012921012929116313099999 2990412119069999 10703258501832696604000....0020024
3199991999919991999999919222421210204022923020304113213039999 1150402119079999 10303299701765506704000....0020021
3199991999919888888888888222424805102042986040304218881991100 2998002079070183 1030338650164732718000011111020021
3199991999919991999999919222425210205042923020304116213049999 2130412119079999 10203411000166091504000....0020023
3199991999919991999999919221418201201022926040304216113069999 2990413119079999 11003439201936248704000....0020021
3199991999919991999999919222121310205061223020304116443049999 2130402119089999 10203480300166091504000....0020021
3199991999919991999999919222424204202032923020304112211990800 2998013079040266 11003516101843931480000....0020021
3199991919999991999999919212422210205032923020304116213049999 2130402119079999 10303588400166091504000....0020024
3199991999919991999999919222111211805041224020304118211991000 2202103079040250 1060375370259126612100011111020021
3199991999919991999999919222422210204052911010304111211990601 1153012079070601 10203835101990664330000....0020021
3119999999919199999199999111411210203032924030304114113049999 1990401119099999 20203842801723304304000....0020021
3199991999919991999999919221115211206081114030304116211990275 2120503069060068 10303969201765506705000....0020021
3199991999919991999999919212422210804051886050304118213069999 2130402119089999 1020398480016609150400011111020021
3199991999919991999999919212421210204062923020304116213049999 2130402119089999 10203988200166091504100....0020023
3199991999919991999999919211112211205071113020304212213039999 2120403119069999 10404090802261807704000....0020021
3199991999919991999999919222422209204032925040304115213049999 2130402119089999 10204109800166091504000....0020024
3199991999919991999999919221112212206981224030304126221990865 2158012079070216 10704124101502548580000....0020021
3199991999919991999999919221118212207051123020304233132999999 2078603059059999 10804147401921046786000....0020021
3199991919999991999999919212425207203042926040304114213049999 2130401119069999 10104233600166091504000....0020023
3199991999919888888999991221414103101022923020304216313089999 2990413119059999 10904262801285984704000....0020021
3199991999919991999999919822221211205071124030304112211991200 1153002079070300 81004296502202971830000....0020021
3199991999919991999999919322428810804021883020304118881990550 1993002079070183 1040436110200959143000011111020021
3199991999919991999999919222484206201032923020304113213039999 2990405119079999 10904374802034293604000....0020023
3199991999919919999199999212432210204052924030304111213039999 2120403119069999 10204412502417377104000....0020021
3199991999919991999999919222425210204022923020304116213049999 2990402119089999 10304429301765506704000....0020023
3199991999919919999999919222428803801022985030304218883039999 2990413119079999 1100451640169610910400011111020021
3199991999919991999999919222224211205041224030304114211990740 1153002079070185 10304524801982748030000....0020021
3199991999919991999999919222421210204032924030304111213069999 1990402119069999 10204565501914915904000....0020021
3199991999919991999999919221818212206081223020304126221990750 2158012079070250 10704593601609506780000....0020021
3199991919999119999119199112428810804982982020304118881990620 1150402119070310 2040465500164219310400011111020021
3199991999919991999999919222422810804032985040304118883059999 2150402119079999 1020466900249156610400011111020023
3199991999919991999999919222415210204032923020304216213049999 2130402119089999 10204700400166091504000....0020024
3199991999919991999999919222221211204012924030304115213039999 2150402119079999 10704752801891428104000....0020021
3119999999919199999199999111411210203032924030304114213049999 1990401119099999 20204819701723304304000....0020021
3199991999919991999999919222424206102032923020304116213049999 2990405119059999 10804957302261807704000....0020021
3119999999919199999199999111411210203022924030304114213039999 1990401119099999 20205099401723304304000....0020021
3199991999919991999999919222335212106071111010304131133089999 1150403119059999 10605132401700334704000....0020021
3199991999919991999999919221411210204062923020304116211990400 2993012079070133 10105179001703344730000....0020023
3199991999919991999999919212421210204062924030319115213049999 2130402119079999 1020521110016609150400011..0020023
3199991999919999991999991211415203202022915040304211442999999 2990313059059999 11005223801696109103011....1020021
3199991999919991999999919221112212206071113020304134132999999 1150703059059999 10505231001667905907000....0020021
3199991999919991999999919222411208204062924030304112213019999 1150402119079999 10505267901733531604000....0020021
3199991999919991999999919222421210204032923020304111213069999 2150402119089999 10105272600147741604000....0020023
3199991919999991999999919212421207203022921012904116213049999 2130405119089999 10105295400166091504000....0020024
3199991999919991999999919222222211205071223020304111211990650 1993002079070216 10305332101982748030000....0020021
3199991999919991999999919221115212204051111010304111211990350 2202103079030350 10305506201714753621000....0020023
3199991999919919999999919222425209204052926050304116213079999 2130401119089999 10205518700166091504000....0020024
3199991999919991999999919222223211205051223020304111211990898 1153103079050299 10605522802318917731000....0020021
3199991999919991999999919221411209206062925040304115213039999 1990402119089999 10105548401723304304000....0020021
3199991999919991999999919221414203102012923020304216213099999 2990413119049999 11005559901683265104000....0020021
3199991999919991999999919222425201201022928080304115113039999 2150413119069999 10405562001717912904000....0020021
3199991999919991999999919222221211205031224030304111213049999 1150402119079999 10905570302202971804000....0020021
3199991999919991999999919822121310205071223020304116443049999 2130402119089999 80205575900166091504000....0020021
3199991999919991999199999311418210204032925040304116213109999 2130402119089999 10105630700149472804000....0020021
3199991999919991999999919222428803801032985030304218883039999 2990413119079999 1100563910249154940400011111020021
3199991999919991999999919222424210205052924030304116211990600 1993002079080150 10105643801684976430000....0020021
3199991999991999991999991223438204201032925040304111213019999 2990413119089999 10205655401914915904000....0020021
3199991999919991999999919221818211206071113020304124221990950 2158012079060316 10705783201691515580000....0020021
3199991999919991999999919212425209204062924030304118413069999 2130402119069999 1020583030016609150401111110020024
3199991999919991999999919222421210204062923020304113213039999 1150402119079999 10505873001667905904000....0020021
3199991999919991999999919222221211205051123020304211213069999 2170403119039999 11005898301763958404000....0020021
3199991999919991999999919222425206201032924030304111113109999 2990402119079999 10306017901647327104000....0020021
3188888888888888888888888888881210204062924030304113211990800 1153002079080200 80206060702184615130000....0020021
3199991999919991999999919221138212206071113020304312211990675 2168503079030225 10206179201897523785000....0020021
3199991999919919999999919312421210204062923020304214213089999 1150402119059999 10906180501909434604000....0020021
3199991999919999991999991222438203201022918070304116112999999 2990313059079999 10406198401642193103000....0020024
3199991999919991999999919222424103101022914030304215311991200 2998013089010300 10106264802112840380000....0020021
3199991999919991999999919222425203101022924030329111113089999 2990413119069999 10606274001920735604000....0020021
3199991999919991999999919221112212206081112020304413211990200 2120503069040100 10706453001656188005000....1020021
3199991999919991999999919221112210204031114030304116211990350 2153012079070087 10406470102009591430000....0020021
3199991919199991999999919212423209204022924030304112213049999 2130402119089999 10206501400166091504000....0020024
3199991999919919999999919212421210204022925030304111211990650 1153002079070130 10506534202261807730000....0020021
3199991999919991999999919212424201201982927050304111112999999 2990313059029999 10706572201832696603000....0020021
3199991999919991999999919223333210204982935040304115213049999 2990402119089999 10206676201723304304011....0020021
3199991999919991999999919212422208204062925040304116213049999 2130402119079999 10306786200166091504000....0020024
3199991999919991999999919222221210206031222020304111211990780 1153002079070390 11006800901683265130000....0020021
3199991999919991999999919212423201201982928040304218882999999 2990313059079999 11006978002018426303011....1020021
3199991919999991999999919212422210205042923020304116213049999 2130402119079999 10307130500166091504000....0020024
3199991999919991999999919211412209204022921010304216213039999 2150402119089999 10107160101723304304000....0020021
3199991999919991999999919221115212107041113020304131133089999 2200403119049999 10607204302317505004000....0020023
3199991999919991999999991221415203202022913020304215113029999 2990413119039999 10907236901921046704000....0020021
3199991999919991999999919222425208804062925040304111213049999 2130401119089999 10207290700166091504000....0020024
3199991919999991999999919212425207203042926040304114213049999 2130401119069999 10107314500166091504000....0020023
3199991999919991999999919212424201202022927050304216113089999 2990413119089999 10107320901684976404000....0020021
3199999199919919999999199322431210203052923020304112211990650 1153002079070216 10107348801896776930000....0120021
3119999999919919999991999312425210204052925040304112211991027 1153002079080205 10207506101865720730000....0020021
3199991999919991999999919221115212207081115030304115211992200 2998003079030440 10607596801606939780000....0020021
3199991999919991999999919221112210204031115040304116211990350 2153012079070070 10407804301723304330000....0020021
3199991999919991999999919222415210204052923020304216213049999 2130402119089999 10207805000166091504000....0020024
3199991999919991999999919221118211206981224030304126221990865 2158012079070216 10707833002261807780000....0020021
3199991999919991999999919212422208204982925040304111213019999 2130402119079999 10307856500166091504000....0020024
3199991999919999991999991223438204201032925040304111213039999 2990413119089999 10207862602352908804000....0020021
3199991999919991999999919221112212206041114030304116211990450 2120503069050112 10707877201723304305000....0020021
3199991919999991999999919212421207803032921012904115213049999 2130405119089999 10108021700166091504000....0020024
3199991919999991999999919212425308204052924030304116413069999 2130402119069999 10208059100166091504000....0020024
3199991999919991999999919221112212207081113020304111211990596 2168503079030198 10408144001723304385000....0020021
3199991999919991999999919221118212106051113020304138432999999 2200703059049999 1060831710190943460700011111020024
3199991999919991999999919222221211805021224030304118211990900 1153002079070225 1090834140154944483000011111020021
3199991999919991999999919222421210204062924030304116213049999 2130402119089999 10108352100166091504000....0020023
3199199991999991999199999222425210204022921010304112213049999 2130401119069999 10108494700196180504000....0020021
3199991919999991999999919212425308204022923020304116413069999 2130402119069999 10208494800166091504000....0020024
3199991999919991999999919221811210204062924030304118211990900 2153002079070225 10408592502516797330000....0020021
3199991999919919999991999222421210204052925040304116283079999 2130402119089999 10108614200166091504000....0020021
3199991999919991999999919222111211205071213020304122222999999 2151703059049999 10608622501700334717000....0020021
3199991999919199999999199111412209204022924030304116213049999 2130402119089999 20108662600196180504000....0020021
3199991999919991999999919222421208203052924030304113211990800 1993002079070200 10908664702202971830000....0020021
3199991999919991999999919222225209204021223020304211213129999 2150402119089999 10108668401788496404000....0020021
3199991999919991999999919222418210204042923020304113213019999 1990402119089999 10908681901843931404000....0020021
3199991999919991999999919221425210204022923020304113213049999 2990402119089999 10308717001858203304000....0020023
3199991999919991999999919321114206102022924030304116213039999 2990405119069999 10508767101723304304000..110020021
3199991999919991999999919222132210105021225040304136133069999 2990412119079999 10108778001788496404000....0020021
3191999999919919999999919322425204801022984030304118211990600 2998013079060150 1100879150169610918000011111020021
3199991919999991999999919221111211205051121010304214213019999 1150403119059999 10908800302034293604000....0020021
3199991999919991999999919212421210204062925040304116213039999 2130402119089999 10208883900166091504000....0020024
3199991999919991999999919222425210205072923020304116213049999 2130412119079999 10208885100166091504000....0020021
3199991999919919999199999222221211204021224030304116213039999 2130402119079999 10708894000166091504000....0020023
3199991999919991999999919222424205101022912020304112211991700 2998012079060850 10809063101843931480000....0020021
3199991999919999991999991211415203202032925040304211442999999 2990313059059999 11009128301696109103011....1020021
3199991999919991999999919822221211205051113020304111211990775 2153002079070258 80809187202537962730000....0020021
3199991999919991999999919221112212205051114030304115211990776 2202102079070194 10209196602019059321000....0020023
3199991999919991999991999222221210204062923020304114213039999 2150402119089999 10309200001937462604000....0020021
3199991999919991999999919222221211205071223020304136231990850 2998003079040283 10509271301633180180000....0020021
3199991999919991999999919221415103202042923020304314311990900 2998013079010300 10209276301302567380000....0020021
3199991999919991999999919311435203201032924030304111211990800 2998013079070200 10909284101606939780000....0020021
3199991919199991999999919212422209204052924030304116213049999 2130402119089999 10209323500166091504000....0020024
3199991919199119999999991321415201201022925030304115113069999 2990413119069999 10709378801609506704000....1020021
3199991919999999991999991312322201201022926040304116113069999 2990413119099999 11009401801733531604000....0020021
3199991999919991999999919221112212206071182020304112211990325 2120503069050162 10709431302013095605000....0020021
3199991999919991999999919221112212205041123020304134133089999 2150403119059999 10609481202478907804000....0020021
3199991999919991999999919222424103101012913020304216313089999 2990413119069999 11009558402261807704000....0020023
3199991999919991999999919221112212207051225040304111211990803 2993003079070160 10209582401302567330000....0020021
3199991999919888888999919221112211206981223020304126221990775 2158012079070258 10709582602069011280000....0020021
3199991999919991999888888211411208203022925040304112211990550 1993002079080110 10409631301798453230000....0020021
3199991999919991999999919221111110204051111010304234333099999 2200402119089999 10109665301716620504000....0020021
3199991919999199999999199121411210804062923020304111213019999 1150402119079999 20309694701982748004000....0020021
3199991999919991999999919222421310204032923020304113413039999 1150402119079999 10409709901817433404000....0020023
3199991999919991999999919212423208204032925041919115213039999 2130402119079999 10309883300166091504000....0020024
3199991999919991999999919212421210204022923020304112213039999 2130402119089999 10209884200166091504000....0020024
3199991999919991999999919221112211205041113020304126221990850 2158012079040283 10709889301781364080000....0020021
3199991999919991999999919222421210204042924030304116213049999 2130402119089999 10109911000166091504000....0020023
3299991999919991999999919222221212205021224030304111213039999 1150402119079999 11000097201734068704000....0020021
3299991999919991999999919222121211205051223020304111211990625 2153103079050208 10900186602192614131000....0020021
3299991999919991999999919222424205101012922020304211211990550 2993105079050275 11100201902137265431000....0020021
3299991999919999991999991212228204201982924030304213442999999 2990313059089999 10400205002068815003000....1020023
3299991999919991999999919221418801201022986030304218883039999 2990413119089999 1170031590138814370400011111020021
3299991999919991999999919222425205102022925030304214113089999 2990412119049999 11100367402321726504000....0020021
3299991999919991999999919222415205202042925030304116213109999 2130401119069999 10400454800172561604000....0020021
3299991999919991999999919211418107203022985030304218383039999 2990412119089999 10800470902229995204000....0020024
3299991999919888888999919222423203201022924030304216112999999 2990313059089999 11700530502556552703000....0020023
3299991999919991999999919221111211205071113020304118441990880 2153103079050293 11000552302457296731000....0020021
3299991999919991999999919222415206201022923020304211213089999 2990402119079999 10700552702136776704000....0020021
3299991999919991999999919222428105202022921010304216313089999 2990412119069999 11200558802596105004000....0020021
3299991999919991999999919212418208202042922020304116413039999 2130401119069999 10300572300172561604000....0020024
3299991999919991999999919222414207103022925040304224123039999 2150401119099999 10800586401956073404000....0020021
3299991999919991999999919222225212205071223020304116213039999 2130402119079999 10900588800172561604000....0020021
3299991999919991999999919222111211205041223020304114211990998 2153002079070332 11400668901979504230000....0020021
3299991999919991999999919222414202202042924030304215211991250 2998013079080312 10800714102136776780000....0020021
3299991999919999991999991221434203102042924030304216213099999 2990413119059999 11400716402229995204000....0020023
3299991999919991999999919222424205202042923020304212213099999 2990412119059999 11400733702142475704000....0020021
3299991999919991999999919222221211205041225030304113213049999 1150402119079999 11400734302040365104000....0020024
3299991999919991999999919222424203201022925030304213113069999 2990413119079999 11000734802063497104011....0020021
3299991999919991999999919222434203101032926040304116213089999 2990413119089999 10700756602229995204000....0020021
3219999919999888888999991313434203202042914031919216413049999 2990413119069999 11300772601564619604000....0020024
3299991999919991999999919222225210205041224030304115213089999 1150403119069999 11200840702309503304011....0020021
3299991999919991999999919222425203201022927050304213112999999 2990313059079999 11100854001931410003011....0020021
3299991999919999991999991222424205102032923020304216113099999 2990405119069999 11000889502068277004000....0020021
3299991999919991999999919222423203201022924020304212211990850 2998013079080212 11000975902621601280000....0020021
3299919999199991999999919212428807802022984030304116883049999 2130402119089999 1040098840017256160401111111020023
3299991991999991999999919222421205202022923030304216213049999 2990405119079999 10701010901676341904000....0020021
3299991999919991999999919321411209203032922020304116213109999 2130402119069999 11701038400172561604000....0020024
3299991999919991999991999222428207203032925040304216213049999 2130407119069999 11401065000172561604000....0020021
3219919911999119999191999112425203201022925030304216113049999 2990413119089999 20701165002466271804000....1020024
3299991999919919999999919212884208102042922010304115213069999 2990405119079999 10301232201498146604000....0020021
3299991999919991999999991222434203101032926030304216213099999 2990413119069999 10701236802229995204000....0020021
3299991999919991999999919221118211205031113020304216211990400 2120503069060133 10301255801498146605000....1020021
3219999999919199999999919222225205201022924031919116213039999 2990401119089999 10701258501833702904000....0020021
3299991999919991999999919222428203101032926040304218213089999 2990413119079999 11001440802068277004000....1020021
3299991999919991999999919221115211206021124030304116213049999 2120403119049999 11601471802247958304000....0020024
3299991999919199999999919282424204103022923020304214211991350 2998013079090450 10601547702556552780000....0020024
3299991999919991999999919222424207102032924030304112213099999 2990402119069999 11001565402136776704000....0020021
3299991999919991999999919212425203201022928060304112113089999 2990413119079999 11401619601836953004000..110020021
3299991999199919999991199222425206201022924030304114213049999 2130402119069999 11601654300172561604000....0020024
3299991999919991999999919221112210205061113020304211211990421 2120503069050140 10801685802124405705000....0020021
3299991999919991999999919222414107202012921012929216313089999 2990402119079999 10701689901833702904000....1020023
3299991999919991999999919222424205103042924030304111211990700 2998005079090175 10101729001517017980000....0020023
3299991999919991999999919222425205202032924020304211213099999 2990405119089999 10801815302462749504000....0020021
3299199991999999991999919323424204201032925040304116213129999 2990413119069999 11201851902136776704000....0020021
3299991999919888888888888212335203201022914030304114211990900 2158013079020225 10201853401600170880000....0020024
3299991999199999991999991212228206202042924030304314211990500 2998012079060125 10301865901590203080000....0020021
3299991999919991999999919221115211206021125040304116213049999 2120403119049999 11601967802136776704000....0020024
3299991999919991999999919222425203201012921010329216113089999 2990413119079999 11702027402229995204000....0020023
3299991999919991999999919221115212205071115040304236232999999 2200703059049999 11802043902283164107000....0020021
3299991999919991999999991222224207202042924030304212111991000 2993001079070250 10102093801517017930000....0020021
3219999999919991999999919322424205102032925040304213211991100 2998005079060220 11002098402457296780000....0020021
3299991919199991999999919312434206103022923020304116211990900 2998005079080300 10802108402229995280000....0020021
3299991999919991999999919221112212205041812020304212211991043 2202103079020521 10602114001961898321000....0020021
3299991999919991999999919212424305202042924030304248443039999 2990401119099999 1040211580192328220401111111020021
3299991999919991999999919222424203101032923030304216213039999 2150413119079999 10802120601639809904000....0020021
3219999999199919999199999122425207202032925032939116213039999 1990402119089999 20802136802229995204011....0020021
3288888888888888888888888888885207202032924030304116213129999 2130402119089999 80402146700172561604000....0020023
3299991999919991999999919282338210105071223020304131133089999 2150402119059999 10602148602556552704000....0020021
3299991999919991999999919222424203101031225040304213213039999 2990413119069999 11102225802065008304000....0020021
3299991999919991999999919321411209203032922020304116213109999 2130402119069999 11702241100172561604000....0020024
3299991999919991999999919211428107203032925030304218383049999 2990412119089999 10802307202229995204000....0020021
3288888888888888888888888888885207202022924030304116213129999 2130402119089999 80402311800172561604000....0020023
3299991999919999119999991222424203102012911010304211213049999 2990413119059999 11102320802174938804000....0020021
3299991999919991999888888222211209203041225030304114211990600 2993002079080120 10902348002524976330000....0020021
3299991999919991999999919222221212205071225030304114213039999 1200403119049999 11402353402142475704000....0020021
3299991999919999991999991222228207203052924030304216213049999 2130401119089999 10102360700172561604000....0020024
3299991999919991999999919222221210204042922020304215211990500 2139502109070250 11602416500177462395000....0020024
3299991999919991999999919222111212206041114030304216213039999 2120403119059999 11302454801531888804000....0020021
3299991999919991999999919222428207203042923020304388883989999 1990405119079999 10602489501985078304011....1020021
3299991999919991999999991222425205102032926040304213211991650 2993112079040275 11102496402321726531000....0020021
3299991999919991999999919221112212206061114030304216213129999 2120403119049999 10502497802136776704000....0020021
3299991999919991999999991222112212206021115040304212211990726 2178503079030145 10502528201553577485000....0020021
3219999919999888888999991313434803201032913031919216413039999 2990413119069999 11302551201367005004000....0020024
3299991999919991999999919222421210203042923020304114213039999 2150402119079999 11102691401781705804000....0020021
3299991999919991999999919222424201201022927040304212113039999 2990413119089999 10702743901856209604000....0020021
3299991999919991999999919282111212205061823020304112213049999 1150402119079999 11002758502068277004000....0020021
3299991991999999991999991212432207203042923020304111213049999 2130402119089999 10802800500172561604000....0020024
3299991999919991999999919222424203101032924020304211211990390 2998013079070097 11002806002063497180000....0020023
3299991999919991999999919222228212205031223020304116213049999 2130402119079999 10902817200172561604000....0020021
3299991999919991999999919222425210203032922020304112211990700 1993002079070350 11702847702457296730000....1020021
3299991999919991999999919222428807802042983020304218881991000 1993001079060333 1070288740209931143000011111020021
3299991999919991999999919222224209103052927040304112211991800 1993002079060257 10202897202875082830000....0020021
3299991999919199999199999221414207202042923020304114211990550 2993002079060183 10903003101822294930000....0020021
3219999919999999991999991322413203202022986030304218412999999 2990313059089999 11403024201904766503000....0020021
3299991999919991999999919221281211205031223020304114211990700 2153002079070233 11403053501980026930000....0020021
3299991999919991999999991282415201201022927040304116113089999 2990413119069999 1170306110138814370400011111020021
3299991999919999991999991222428203203012921010304213113049999 2990413119089999 10203063501600170804000..110020021
3299991999199991999999991312425207203052924030304116213109999 2130402119069999 10403089500172561604000....0020024
3299991999919991999999919218885209203042924030304228223069999 2150402119089999 10803135501833702904000....0020021
3299991999919991999999919222221210205061223030304112211990950 1153002079060316 11703155502705960230000....0020021
3299991999919991999999919222424205102042925030304118211990350 2998001079080070 1010316920258553878000011111020021
3299991999919991999999919212425208203032925030304114213049999 2990401119069999 10803207102099311404000....0020021
3299991999919991999999919222432208203032923020304215213069999 2120403119069999 10403246802838386804000....0020023
3299991999919991999999919222411210203042924030304114213039999 1150402119079999 11103313902137265404000....0020021
3299199999919991999999919212824205102042924030304216213049999 2990408111099999 10303324602229995204000....0020023
3299991999919991999999919222425101201022925040304218313039999 2990413119079999 11503361501846052904000....0020021
3299991999199991999999919212424101202981221010339216313099999 2990413119079999 11003412301697783004000....0020024
3299991999919991999999919222425201201022927040304116113069999 2990413119069999 11703423902168856004000....0020021
3299991999919999991999991223332212205031224030304133133069999 2150403119059999 11403482201904766504000....0020021
3299991999919991999999919221112212206041115040304216211990619 2120503069050123 11303508902229995205000....0020021
3299991999919991999999919212424205203052924030304114212999999 2990301059099999 10603523501395070403000....0020021
3299991999919888888999919221115211206021123020304116213049999 2120403119049999 11603531702247958304000....0020024
3299991999919991999999919222414207202042924030304112211991100 1993002079080275 10403539302136776730000....0020021
3299991999919991999999919222428205101022924030304212113049999 2990405119069999 11303567701408628904000....0020023
3299991991999999991999991212432207203052923020304111213049999 2130402119089999 10803578300172561604000....0020024
3299991999919888888888888222225209104032925030304234133049999 2990402119089999 10803587602220781904000....0020021
3299991999919991999999919222424203202032925030304411211990950 2998013079070190 10103637202041831480000....0020024
3299999199919991999999991222425203201032924030304215213039999 2990413119099999 11603873102174938804000....0020021
3299991911999999991999991212432207203042923020304111213049999 2130402119089999 10803914600172561604000....0020024
3299991999199999991999991212425105201012924030304116313099999 2130405119089999 11603936800172561604000....1020024
3299991999199919999991999222425210203052923020304116213109999 2130402119069999 10903974800172561604000....0020024
3299991999919888888999919221418801202022988060304218883039999 2990413119079999 1140398980183695300400011111020024
3299991999919991999999991222885205202042926040304215112999999 2990301059079999 10604001801936648003000....0020024
3299991999919991999999919282418205202032921010404116212999999 2130308059099999 10304009900172561603000....0020024
3299991999919991999999919222421210203042923020304114213039999 1150402119079999 11104042101781705804000....0020021
3299991999919991999999991212434203202042924030319216212999999 2990313059069999 10604052602060025503000....0020023
3299991999919999991999991212434205103042924030304213213019999 2150405119079999 10604073401713591604000....0020024
3299991999919888888888888212225205202042926040304114212999999 2990305059089999 10804133101842078103000....0020021
3299991999919991999999919222428209203042924030304221222999999 2151702059089999 10804169901769319317000....0020021
3299991999919991999999919221111211205071224030304212211990900 1153002079060225 11204195101753263130000....0020021
3299991999919991999999919212425207201032925030304214211990850 2993001079060170 10604198102136776730000....0120021
3299991999919991999999919281225212205051223021919116213049999 2130402111079999 10904200300185335804000....0020021
3299991999919991999999991222423201201022925040304212112999999 2990313059079999 11404225902040365103000....0020024
3299991999919991999999919222414203201032923030304212211991200 2998013079070400 1180423030256278898000011110020021
3299991999919991999999991222424201201022928040304113113039999 2990413119069999 11704318801388143704000....0020021
3299991999919999991999991222435203103042924020304216213099999 2990413119089999 10804323401769319304000....0020021
3299991999919991999999919221111212205071122020304112211990650 1153103079050325 10704393402466271831000....0020021
3299991999919991999999991222435201201022924030304214113039999 2990413119099999 10604404002556552704000....0020021
3299991999919991999999919212418208202032923030304116413039999 2130401119069999 10304415900172561604000....0020024
3219999919999999991999991322413203202032926041904218412999999 2990313059089999 11404427701904766503000....0020021
3299991999919991999999991222414203102032983020304216113089999 2990413119089999 1070450470222999520400011111020024
3299991999919999991999991222428203801022924030304111113069999 2990413119089999 11604562702321726504000....0020021
3299991999919991999999991222432206203042923020304116213129999 2130401119089999 10104585400172561604000....0020024
3299991911999919999991999312425207203022924030304116213069999 1990402119089999 10704591401676341904000....0020021
3299991999919991999999919222418805802042982020304118883989999 2990412119089999 1030460250163980990400011111020021
3299991919999888888999991221425204202032925040304216113039999 2990413119089999 10304605601602083204000....0020021
