318888888888888888888888888888520310102292202030431321199013002    801307 02110650 801193213022810518000000
319999199991999999199999122143420520202292403030421621303999992    040511 09119999 101948668020454440000000
311111999991911999919999912222420520204292101040531521199013002    040511 09221300 201939424021105758000010
319999199991999199999991922231521110504182202031911621304999992    040211 08149999 101429566024205857000000
319999199991999199999991922231521110504182302031911621304999992    040211 08149999 101371541024205857000000
319919999991999199999991922222221120507122403030431121303999991    040211 07119999 101722008026028848000000
319999199991999199999991922222221020406292302040538888301999991    040211 07229999 101393468023477812011110
319999199991999199999991922241420510202292303030411121309999992    040111 09119999 101161350023477812000000
319999199991999199999991922111131320507111303030441541199011871    800307 01110395 101196717021105758000001
319999199991999199999991922211221120403122101030421221199004222    050306 07110422 101561614021320593000001
319999199991999199999991922221221220506122403030431221304999991    040211 09119999 101649241023861814000000
319999199991999199999991922111520820503292303030421121199011002    050306 03110366 101687805023477812000010
319999199991999199999991922111521320507111302030421221309999991    040311 05119999 101391394021570503000000
319999199991999199999991922111821220608111302030431221199009782    850307 04110326 101290337021105758000000
319999199991999199999991922111221220608111302030411521309999992    040311 05119999 101907553025237846000000
319999199991999199999991922111521320608111504030411521306999992    040311 05119999 101009838020261474000000
319999199991999199999991922222121120404292503030411121303999991    040211 07119999 102293530021910391000000
319999199991999199999991922222520920202291101192911641312999992    041211 07459999 102518697021617956000010
319999199991999199999991922222520920202292101040511641312999992    041211 07229999 102988447021617956000010
319999199991999199999991922222520420103292403030411821309999992    041311 09119999 102841501020298014001200
319999199991999199999999122241520510204292504030411321303999992    040511 09119999 102198531019029890000000
319999199991999199999991922242510520301292101032911631302999992    040211 10159999 102732188020848735000000
319999199991999199999991922242520520102292503030421511306999992    040511 08119999 102815202020945560000000
319999199919999199999991922232520520202292303030411621299999992    031205 08119999 102822237023643140000000
319999199919999999199999122243520520203292303030411611299999992    031205 08119999 102547818023969816000000
319999199991999999199999121243520530203292303293911621310999992    041211 08569999 102008514030363052000010
319999199991988888899991922111221220506111101030411521199007502    210307 02110750 102051165018865244000000
319999199991999199999991922221420310101292101032921611308999992    041311 09159999 102312555018836458000000
319999199991999199999991922222521120405292504030411321304999991    040211 09119999 102484004023177636000000
318888888888888888888888888888121120302291302030411321199010002    300207 07110333 802405321019362923000000
319999199991999199999991922142520510202291303030421321199009002    310307 02110300 102653347019780859000000
319999199991999199999991922242420710204292403030421221199012002    801207 07110300 102178813020480195000000
319999199991999199999991922111220520201291202030421121310999992    040311 02119999 102631140018608137000000
319999199991999199999991922111420510201291101030421121199005002    800307 02110500 102937282018325194000000
319999199991999199999991922141420120102292202030441111199001002    801307 09110050 102249556025474886000000
319999199991999199999991922241121220501292403030411221303999992    040211 07119999 102828232021910391000000
319999199991988888899991922241521220402292302030414424303999991    040211 07119999 102906339021617956000000
319991999919999199991919932242520920305292202030411441199007002    300107 08110350 102710948024205857000000
319999198888899199999991922243521120303292302030423622199012001    800207 07110400 102106931018323651000000
319999199991999199999991922111121320507112202030421221199010001    800307 01110500 102787984018608137000000
319999199991999199999199922242120820303292504030411621303999991    040111 07119999 102135268021910391000000
319999199991999199999991922111821320708111402030413613199008002    850307 05110200 103952810017839613000000
319999199991999199999991922111221110707111302030423623308999992    040311 05119999 103479998018120572000000
319999199991999199999991922242530310103292403030411844309999992    041311 10119999 103365570020577299000010
319999199991999199999991922242120630203292403030411421199010002    800107 10110250 103388758020553952000000
319999199991999199999991922242120630204292403030411421199010002    800107 10110250 103369675021836216001000
319999199991999199999991922242520320103292403030411321199016002    801307 08110400 103012074018423490000000
319999199991999199999991922241421120506292403030411421303999992    040211 08119999 103195780017118646000000
319999199991999199999991922111121320606121101030411521199006652    310307 05110665 103371857019235768000000
319999199991999199999991932222821220507122403030411321199014001    300207 08110350 103545942024849412000000
319999199991999199999991922211121220502122302030411121303999991    040211 08119999 103686704018423490000000
319999199991999199999991922241521220406292302030411321199009502    300207 08110316 103150990025597310000000
319999199991999199999991922221221220502122503030411121303999991    040211 08119999 103871241018423490000000
319999199991999199999991922221521220403122302030411221199013501    300207 07110450 103141003017839613000000
319999199991999199999991922221521220504111303030411221303999991    040211 07119999 103477096015388614000010
319999199991991999999999121243420510203292603030411611308999992    040511 09119999 104985115019498660000000
319999199991999199999199922242121120402292605030411121304999992    040211 08119999 104645922017483893000000
319999199991999999199999122243520520204292503030421621304999992    041211 08119999 104333737015883454000000
319999199919991999999199922242521120406292302030411521199008501    300207 08110283 104661679021622740000000
319999199991999199999991982241121120504292302030411121301999991    040211 08119999 804049744021109140000000
319999199991999199999991921211121120503122202030411321199007001    300207 07110350 104347658021594652000000
319999199991999199999991922241121120504292302030411421199009402    300207 08110313 104580076016919332000000
319999199991999199999991922242120320101292101191911621309999992    041311 07449999 104791672021109140000000
319999199991988888899991922242111120501292202030411631305999992    040211 09119999 104343090021990729000000
319999199991999199999991922111221320507111302030441421304999992    040311 05119999 104002543014910249000000
319999199991999199999919932221521220505122403030414224199012001    300207 08110300 104456264019534882000000
319999199991999199999991922111821320709111403030421621199013012    850307 05110325 104930205017483893000000
319999199991999199999991922242221120406292302030421121199011501    300207 08110383 104560124021938228000000
319999199991999199999991922222221110507111101030423823299999992    070305 07119999 105368057031808141000010
319999199991999199999991922111521320605111101031911121199019852    850307 05141985 105502719016293827000000
319999199991988888899991922111521320605111101031911321199022152    850307 05142215 105475071016293827000000
319999199991999199999991922111521320605111101191911121199022152    850307 05442215 105984866016293827000000
319999199991999199999991922111121320707111101030421121199007002    850307 05110700 105414280021388445000000
319999199991999199999991922211121220505122603030411121199012001    300307 07110200 105904361026030789000000
319999199991999199999991922111121120505122302030411321199014001    310307 05110466 105099733020212131000000
319999199991991999999991922241221120305292302030411421199009751    300207 08110325 105858589020657377000000
318888888888888888888888888888121120405292503030411121199010001    300207 09110200 805572661027494714000000
319999199991999199999991921143120520202291403030441121304999992    040311 01119999 105588968022034536000000
319999199991999199999999122242121220505292302030411221199011251    300207 08110375 105241132026030789000000
319999199991999199999991922141221120507292403030441421301999991    040211 09119999 105775540021282690000000
319999199991999199999919922241881230498298504030441881303999992    040211 08119999 105580623025243603001110
319999199991999199999991922121121220506122403030411421301999991    040311 05119999 105430710022525859000000
319999199991999199999991922242221120403292302030411321199010501    300207 09110350 105703421022535612000000
318888888888888888888888882888321120406292302030421221303999991    040211 08119999 805790401020207259000000
319999199991999199999991988888221120506292302030411321199009881    300207 08110329 805626915028671249000010
319999199991991999919919922111221220507111101030411621303999991    040211 07119999 105023599021981561000000
319999199991999199999991922141120120202292704030421111303999992    041311 07119999 106519576023277774000000
319999199991999199999991922111121220608111504030422121308999992    040311 03119999 106491110017049811000000
319999199991999199999991922111221320604111101030413623299999992    070305 05119999 106729924018190267000000
319999199991999199999991922111121220502111403030423123299999992    070305 06119999 106023197025263356000000
319999199991999199999991922111231320501111504030422642299999992    170305 06119999 106292414021818353000000
319999199991999199999991922111821120504111303030412122299999992    170305 01119999 106759766018893070000000
318888888888888888888888882888121120504111303030422642308999992    040311 01119999 806169012026230040000000
318888888888888888888888888888121120504111303030422642308999992    040311 01119999 806090558028903724000000
319999199991999199999991922111121320607111402030413313308999992    040311 05119999 106190452017049811000000
319999199991999199999991922188121320607111302030413313308999992    040311 05119999 106469722017049811000000
319999199991999199999991922141420310103292403030421621306999992    041311 08119999 106239976031794097000000
319999199991999199999991922111121320607111403030413613302999992    040311 05119999 106444907027745888000000
319999199991999199999991922111121320708111403030413513309999992    040311 05119999 106895092026330925000000
319999199991999199999991922121121280505122302030413323199008002    800307 06110266 106092851018842008000000
319999199991999199999991922121121220502111403030423413199017002    800307 06110425 106033899022584070000000
319999199991999199999991922242320320103292604030421421302999992    041311 06119999 106358628022584070000000
319999199991999199999991922242420310203292403030421221199009502    801307 09110237 106589528021606624000000
319999199991999199999991922242321220402292403030411521199015001    300207 08110375 106740222022448960000000
319999199991988888899991922241580580203298202293921888199010002    801207 07560500 107096938022883412000000
319999199991999199999991922241121120404292202030411121199010001    300207 08110500 107904120020207259000000
319999199991999199999991922241420620102292302030411621303999992    040211 08119999 107140951019935971000000
319999199991999199999991922141520620102292302030411221199011502    800207 08110383 107723700020207259000000
318888888888888888888888888888121220505111302030411121303999991    040211 08119999 807917151029176350000000
319999199991999199999991922121121220506112302030411221303999991    040211 08119999 107213995023969816000000
319999199991999199999991922111221320707111202030411421199015001    310307 05110750 107243592020207259000000
319999199991999199999991922111521220606111503030441521199002502    050306 06110050 107043063028671249000000
319999199991999199999991922141420120102291403030411611308999992    041311 08119999 108510479019229106000000
