3199991999919991999999919221115110204022921010304116311990110019930300207909111100 10101510502287052800000020081
3199991999919991999991999222221211204052922021919316213069999921304040211909449999 10105630700087039000000020081
3199991999919991999991999222221211204052922021919316213069999921304040211909449999 10101356400087039000000020081
3199991999919991999991999222421211103052923030304116213049999921304040211909119999 10101070600087039000000020081
3199991999919199999199999282411207205062983020304116211990060019930300207908110200 10108416301683608800000020081
3199991999919199999199999282411211204062923020304114211990060019930300207908110200 10107348801918421100000020081
3199991999919888888999919221411209204062925040304114211990100019930300107907110200 10103111201692273800000020081
3199991999919991999999919221811212205031122010304113213039999929904040111907119999 10101078601667971600000020082
3199991999919991999999919221415312201022922010304112413039999929904040111907119999 10100148702118302201000020081
3199991999919991999999919221111211204031224030304111213049999921504040211908119999 10106608901882366100000020081
3199991999919991999999919221118210204022923020304112211990118529930301207909110395 10108668401692273800000020081
3199991999919991999999919221118210204021223020304215211990118529930301207909110395 10107160101720923000000020081
3199991999919991999999919222111211205031113020304212213039999922004040211908119999 10104794002159754500000020081
3199991999919991999999919221112213206041114030304212213039999921204040311905119999 10107052601917328000000020081
3199991999919991999999919222221212204041222020304312213039999921504040211909119999 10104549501725389300000020081
3199991999919991999999919222421211204052925040304111213069999919904040211909119999 10201027601667971600000020081
3199991999919888888999919222221211204062924040304111213089999919904040211909119999 10201998201667971600000020081
3199991999919991999999919222225211204052923030304111213019999919904040211909119999 10206348502308494000000020081
3199991999919991999999919222225211204062923030304112213039999919904040211909119999 10201590601314948400000020081
3199991999919991999999919222221211204022921010304213211990030021530300207909110300 10200654201667971600000020081
3199991999919991999999919222425211204062923020304118213039999919904040211909119999 10206127801667971600000020081
3199991999919991999999919222422211204032925030304113211990160019930300207909110320 10208810601914726100000020081
3199991999919888888999919222421211204022924030304112211990120019930300207909110300 10205549601903023300000120081
3199991999919991999999919221411211204032924030304111213049999919904040211909119999 10200555701999163600000020081
3199991999919991999999919222222211204052923020304111211990085019930300207908110283 10202065902102812600000020081
3199991999919991999999919282222211204032922020304216213069999919904040211909119999 10208870002498407800000020082
3199991999919991999999919221421212204042923020304413211990109219930300207909110364 10200432002054379700000020081
3199991999919991999999919221111211205051113030304113211990102822021211207908110342 10201051401934356400000020084
3199991999919991999999919222411306205022924030304113412999999929903031205908119999 10206038001643724910000020084
3199991999919991999999919222411306205032925040304113412999999929903031205908119999 10206303001944276110000020081
3119999991999919999199999122221211204032924030304112211990115019904040211907110287 20204565501925027000000020081
3199991999919991999999919221111211205041113020304212213049999922004040211907119999 10202892902118302200000020081
3199991999919991999999919221112213206081113020304214213069999921204040311905119999 10209597601902009300000020081
3199991999919991999999919221115213207031122020304111213069999921204040311905119999 10200871001667971600000020081
3199991999919991999999919211425205102042926050304114213089999929904040511908119999 10308499701951129700000020081
3199991999919991999999919221114213207071222020304211213069999919904040311905119999 10308906601715623400000020081
3199991999919991999999991288883203202032925030304213212999999929903031305908119999 10308342301667971600000020084
3199199988888119999911199312428211204062924030304212213039999919904040211909119999 10307599701938981200001020081
3199991999919991999999919222211212205071223020304115211990100019930300207908110333 10307246901731707400000020081
3199991999919991999999919222221212205051883020304113283039999919904040311908119999 10304161602179354500000020081
3199991999919991999999919222234205102042926040304218213039999929904040211908119999 10303386501648166300000020081
3199991999919991999999919221118211205021221010304111211990050019930300207908110500 10302057101648166300000020081
3199991999919991999999919112424206203022925030304116211990095029904040511910110190 20302546701672944100000020081
3199991999919991999999919222414206203022924030304113211990145029980800507910110362 10303804302287052800000020081
3199991999919991999999919222224206203042925040304113213039999929904040511910119999 10300670701922231700000020081
3199991999919991999999919282231211205031223020304148881990100019930300207908110333 10300825301921518400110020081
3199991999919991999999919222411211204032982020304212213089999919904040211909119999 10303017701714990600000020081
3199991999919991999999919221411211204032924020304414211990118119930300207909110295 10309368202132100200000020081
3199991999919991999999919222414206201032923030304112211990100129980800207908110333 10308216001951129700000020081
3199991999919991999999919222424801202982925040304113443039999929904041311909119999 10300321502112297400000020081
3199991999919991999999919222221211204052924030304111211990110019930300207909110275 10307367201950405800000020081
3199991999919991999999919221115212205071225030304115213109999921204040311907119999 10404803301870926800000020081
3199991999919991999999919221115212205071225030304115213109999921204040311907119999 10404090802287052800000020081
3199991999919991999999919221118212205071224020304115213109999921204040311907119999 10405874901913612600000020081
3188888888888888888888888888885212205071225030304115213109999921204040311907119999 80405005401642298800000020081
3199991999919991999999919221112213207091113020304111211990084621685850307904110282 10403633201648893500000020081
3199991999919919999999919221112213207081223020304112211990084621685850307904110282 10408144001683608800000020081
3119999919999919999919999322421211204022922020304112213059999919904040211908119999 10404361101931552700000020081
3199991999919991999999919221412211204062923020304111213019999929904040211908119999 10402883301728551500000020081
3119999919999919999919999122221212204032922020304113413989999919904040211908119999 20405420601826519700000020081
3119999919999919999919999122221212204032922020304113413989999919904040211908119999 20404056801941346100000020081
3199991999919991999999919222212211204022982020304115211990080019930300207908110400 10404067101876497700000020081
3199991999919991999999919222121212205071222020304112213049999919904040211908119999 10403692001774039600000020081
3199991999919991999999919222421212205032923020304113213049999919904040211908119999 10403999301913612600000020082
3199991999919991999999919222118213206081113020304132132999999921507070305906119999 10501201801774467300000020081
3188888888888888888888888888881211204052924030304114211990110019930300207908110275 80505222301693047200000020081
3199991999919888888999991222422211203052923020304114211990087519930300207908110291 10505873001552802500000020081
3199991999919991999999919122221211204012981010304114211990070019904040211908110700 20509915202217170000100020081
3199991999919991999999991222411206207022922020304113211990072519930300207908110362 10505029402217170000000020084
3199991999919991999999919222415207102022924030304116213049999929904040511907119999 10508767101667971600000020081
3199991999919991999999919221411211804062916040304112211990130019930300207909110216 10500845701542329900000020081
3199991999919991999999919222211211205981114020304413211990069719931310307906110174 10503231201827419200000120081
