file	year	Borough	Condition of Building (Observation)	Condo/Coop Status	Household Weight	Monthly Contract Rent	New Control Status Recode	Number of Bedrooms	Number of Rooms	Number of Units in Building	Program Status Input	Sequence Number (Household)	Sub-borough Area	Tenure (1)	Tenure (2)
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	017024632	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	1 bedrooms	3 rooms	100 units or more	J-51	014169	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020172642	01500	Stabilized pre 1947	1 bedrooms	2 rooms	6 to 9 units	Not applicable	078135	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020172642	01750	Stabilized pre 1947	1 bedrooms	3 rooms	20 to 49 units	Not applicable	047785	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	019986421	00839	Stabilized pre 1947	2 bedrooms	5 rooms	20 to 49 units	Not applicable	075248	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	019340755	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	1 bedrooms	3 rooms	10 to 12 units	Not applicable	016805	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	020185968	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	2 bedrooms	5 rooms	10 to 12 units	Not applicable	025441	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020620188	07640	Other rental	4 bedrooms	7 rooms	4 units	J-51	083021	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020469127	05500	Other rental	2 bedrooms	4 rooms	4 units	J-51	052191	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	019340755	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	1 bedrooms	3 rooms	100 units or more	Not applicable	038033	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	019340755	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	1 bedrooms	3 rooms	100 units or more	Not applicable	089943	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	020089770	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	1 bedrooms	2 rooms	100 units or more	Not applicable	097031	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a condominium	020172642	02500	Stabilized post 1947	No bedroom	1 rooms	100 units or more	J-51	076474	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a condominium	020123176	03200	Stabilized post 1947	2 bedrooms	6 rooms	100 units or more	Not applicable	064065	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	019340755	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	1 bedrooms	3 rooms	20 to 49 units	Not applicable	004679	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	020852392	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	2 bedrooms	6 rooms	20 to 49 units	Not applicable	064746	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	017242562	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	2 bedrooms	7 rooms	20 to 49 units	Not applicable	024441	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	022572478	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	2 bedrooms	5 rooms	20 to 49 units	Not applicable	016616	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a condominium	019340755	Not applicable (occupied rent free or owner occupied)	Owner occupied condo	1 bedrooms	3 rooms	100 units or more	Not applicable	026362	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a condominium	022572478	Not applicable (occupied rent free or owner occupied)	Owner occupied condo	2 bedrooms	4 rooms	100 units or more	Not applicable	020894	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020123176	01900	Other rental	2 bedrooms	3 rooms	10 to 12 units	Not applicable	071311	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020123176	01900	Other rental	2 bedrooms	4 rooms	10 to 12 units	Not applicable	034503	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	019733784	00555	Controlled	1 bedrooms	4 rooms	10 to 12 units	Not applicable	078785	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	019891690	02400	Other rental	2 bedrooms	4 rooms	3 units	Not applicable	045367	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	017242562	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	4 bedrooms	8 rooms or more	1 unit without business	Not applicable	075610	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Not Reported	No	020172642	02000	Other rental	No bedroom	1 rooms	20 to 49 units	Not applicable	009457	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020365167	02000	Other rental	No bedroom	1 rooms	20 to 49 units	Not applicable	076141	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020172642	02000	Other rental	No bedroom	1 rooms	20 to 49 units	Not applicable	068814	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	019603569	02300	Other rental	1 bedrooms	3 rooms	20 to 49 units	Not applicable	065301	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	020593114	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	2 bedrooms	4 rooms	100 units or more	Not applicable	090160	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	022572478	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	3 bedrooms	5 rooms	100 units or more	Not applicable	032058	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	No	019555498	02000	Stabilized post 1947	3 bedrooms	5 rooms	100 units or more	Not applicable	027072	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020469127	04200	Stabilized post 1947	2 bedrooms	4 rooms	100 units or more	J-51	099496	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020172642	02100	Stabilized post 1947	1 bedrooms	3 rooms	100 units or more	Not applicable	081775	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020695400	01150	Stabilized post 1947	1 bedrooms	3 rooms	100 units or more	Not applicable	047630	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020695400	07640	Other rental	3 bedrooms	4 rooms	100 units or more	Not applicable	061690	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020172642	02800	Other rental	1 bedrooms	3 rooms	20 to 49 units	Not applicable	032466	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020172642	02200	Other rental	No bedroom	2 rooms	20 to 49 units	Not applicable	076610	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020172642	02000	Other rental	No bedroom	2 rooms	20 to 49 units	Not applicable	017163	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020266019	02400	Other rental	No bedroom	2 rooms	20 to 49 units	Not applicable	050274	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	017024632	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	1 bedrooms	3 rooms	100 units or more	J-51	076726	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	018783416	02500	Stabilized post 1947	2 bedrooms	4 rooms	100 units or more	Not applicable	080586	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020062195	01070	Stabilized pre 1947	1 bedrooms	3 rooms	13 to 19 units	Not applicable	055277	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	019882599	00800	Other rental	1 bedrooms	2 rooms	4 units	Not applicable	013941	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	019603569	01400	Other rental	1 bedrooms	2 rooms	4 units	Not applicable	085711	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	019603569	01850	Stabilized pre 1947	1 bedrooms	3 rooms	20 to 49 units	Not applicable	080143	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020172642	01300	Stabilized pre 1947	No bedroom	1 rooms	20 to 49 units	Not applicable	016842	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	019891690	02250	Other rental	1 bedrooms	3 rooms	20 to 49 units	Not applicable	063070	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020172642	01950	Stabilized pre 1947	1 bedrooms	3 rooms	20 to 49 units	Not applicable	095041	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	020852392	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	3 bedrooms	7 rooms	20 to 49 units	Not applicable	039507	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	020588836	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	3 bedrooms	7 rooms	20 to 49 units	Not applicable	057619	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	020172642	01370	Stabilized pre 1947	1 bedrooms	3 rooms	20 to 49 units	Not applicable	044246	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	017024632	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	2 bedrooms	5 rooms	20 to 49 units	Not applicable	059850	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a condominium	018408934	Not applicable (occupied rent free or owner occupied)	Owner occupied condo	3 bedrooms	7 rooms	100 units or more	Not applicable	045342	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a condominium	020155367	Not applicable (occupied rent free or owner occupied)	Owner occupied condo	2 bedrooms	6 rooms	100 units or more	Not applicable	097963	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a condominium	017024632	Not applicable (occupied rent free or owner occupied)	Owner occupied condo	2 bedrooms	6 rooms	100 units or more	Not applicable	011554	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	019340755	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	No bedroom	1 rooms	100 units or more	Not applicable	054436	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Not Reported	Yes, a cooperative	019733784	00455	Stabilized post 1947	No bedroom	1 rooms	100 units or more	Not applicable	078583	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	019340755	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	1 bedrooms	3 rooms	100 units or more	Not applicable	039985	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	019340755	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	2 bedrooms	3 rooms	100 units or more	Not applicable	007008	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	No	019733784	00629	Controlled	1 bedrooms	3 rooms	20 to 49 units	Not applicable	091089	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020172642	01650	Stabilized pre 1947	1 bedrooms	2 rooms	20 to 49 units	Not applicable	069993	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020172642	01600	Other rental	1 bedrooms	2 rooms	20 to 49 units	Not applicable	043001	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020172642	01500	Stabilized pre 1947	No bedroom	1 rooms	20 to 49 units	Not applicable	078265	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a condominium	017050556	07640	Other rental	2 bedrooms	3 rooms	100 units or more	Not applicable	068401	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a condominium	017024632	03500	Other rental	2 bedrooms	4 rooms	100 units or more	Not applicable	065831	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a condominium	019588333	Not applicable (occupied rent free or owner occupied)	Owner occupied condo	3 bedrooms	6 rooms	100 units or more	Not applicable	077150	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a condominium	019340755	Not applicable (occupied rent free or owner occupied)	Owner occupied condo	1 bedrooms	4 rooms	100 units or more	Not applicable	055209	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020062195	01060	Stabilized post 1947	No bedroom	2 rooms	20 to 49 units	Not applicable	071769	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020266019	01764	Stabilized post 1947	1 bedrooms	3 rooms	20 to 49 units	Not applicable	011350	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	019057694	01675	Stabilized post 1947	No bedroom	1 rooms	20 to 49 units	Not applicable	073979	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020172642	02600	Other rental	No bedroom	2 rooms	20 to 49 units	Not applicable	082362	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	020588836	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	2 bedrooms	3 rooms	100 units or more	Not applicable	034417	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	019340755	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	1 bedrooms	3 rooms	100 units or more	Not applicable	048369	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	020588836	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	2 bedrooms	3 rooms	100 units or more	Not applicable	002058	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	019340755	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	1 bedrooms	3 rooms	100 units or more	Not applicable	077333	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	020588836	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	No bedroom	1 rooms	100 units or more	J-51	013949	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	017024632	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	2 bedrooms	3 rooms	100 units or more	J-51	074151	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	019488771	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	1 bedrooms	3 rooms	100 units or more	J-51	012939	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	019488771	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	No bedroom	1 rooms	100 units or more	J-51	062883	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	020378123	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	2 bedrooms	4 rooms	100 units or more	J-51	072261	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	019340755	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	No bedroom	2 rooms	100 units or more	J-51	099860	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	017024632	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	1 bedrooms	3 rooms	100 units or more	J-51	082470	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020172642	00900	Controlled	No bedroom	1 rooms	13 to 19 units	Not applicable	030640	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	019733784	00469	Stabilized pre 1947	1 bedrooms	2 rooms	13 to 19 units	Not applicable	048284	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020459772	02150	Other rental	1 bedrooms	2 rooms	13 to 19 units	Not applicable	084418	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	019603569	01850	Stabilized pre 1947	No bedroom	1 rooms	13 to 19 units	Not applicable	053598	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	019555498	07640	Stabilized pre 1947	2 bedrooms	3 rooms	50 to 99 units	J-51	019539	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	019891690	02500	Stabilized pre 1947	1 bedrooms	3 rooms	50 to 99 units	J-51	064158	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020172642	03500	Other rental	1 bedrooms	2 rooms	50 to 99 units	Not applicable	075561	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020469127	05500	Other rental	2 bedrooms	5 rooms	50 to 99 units	Not applicable	088695	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020010763	01153	Stabilized pre 1947	No bedroom	1 rooms	6 to 9 units	Not applicable	031186	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020695400	01348	Stabilized pre 1947	No bedroom	1 rooms	13 to 19 units	Not applicable	062580	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020062195	01348	Stabilized pre 1947	1 bedrooms	3 rooms	13 to 19 units	Not applicable	024640	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	016507953	01500	Other rental	1 bedrooms	2 rooms	10 to 12 units	Not applicable	060714	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020062195	01000	Other rental	No bedroom	1 rooms	10 to 12 units	Not applicable	098605	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020452551	01450	Other rental	1 bedrooms	2 rooms	10 to 12 units	Not applicable	018010	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	020456567	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	1 bedrooms	3 rooms	100 units or more	J-51	006839	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a condominium	019340755	Not applicable (occupied rent free or owner occupied)	Owner occupied condo	1 bedrooms	4 rooms	100 units or more	J-51	019268	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	019603569	01379	Stabilized post 1947	1 bedrooms	4 rooms	100 units or more	Not applicable	048577	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	019891690	01500	Stabilized post 1947	2 bedrooms	4 rooms	100 units or more	Not applicable	044541	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020172642	02450	Other rental	2 bedrooms	4 rooms	50 to 99 units	Not applicable	038402	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020838378	02800	Other rental	1 bedrooms	3 rooms	50 to 99 units	Not applicable	025763	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020172642	01800	Stabilized pre 1947	No bedroom	1 rooms	50 to 99 units	Not applicable	059931	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020172642	01920	Stabilized pre 1947	2 bedrooms	4 rooms	50 to 99 units	Not applicable	046219	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	016720621	01500	Other rental	3 bedrooms	6 rooms	20 to 49 units	Not applicable	038488	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	017887175	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	2 bedrooms	8 rooms or more	20 to 49 units	Not applicable	028930	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	019694400	Not applicable (occupied rent free or owner occupied)	Controlled	4 bedrooms	8 rooms or more	20 to 49 units	Not applicable	015514	06	Not applicable (renter occupied)	Occupy rent free
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020365167	00580	Stabilized pre 1947	1 bedrooms	3 rooms	6 to 9 units	Not applicable	053737	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	019603569	01700	Other rental	1 bedrooms	4 rooms	6 to 9 units	Not applicable	013748	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	018858262	01775	Other rental	1 bedrooms	3 rooms	6 to 9 units	Not applicable	018989	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	018858262	01900	Stabilized pre 1947	1 bedrooms	4 rooms	6 to 9 units	Not applicable	099437	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020172642	01355	Stabilized pre 1947	1 bedrooms	2 rooms	20 to 49 units	Not applicable	069034	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020459772	04900	Public housing	1 bedrooms	3 rooms	100 units or more	Public Housing	088673	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	019733784	00212	Public housing	No bedroom	1 rooms	100 units or more	Public Housing	042882	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020365167	00309	Public housing	1 bedrooms	2 rooms	100 units or more	Public Housing	006829	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020189520	00225	Public housing	1 bedrooms	2 rooms	100 units or more	Public Housing	009818	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	020722237	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	2 bedrooms	5 rooms	50 to 99 units	Not applicable	082829	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	020089770	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	1 bedrooms	4 rooms	50 to 99 units	Not applicable	002572	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	018176262	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	3 bedrooms	5 rooms	20 to 49 units	Not applicable	019638	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	019097152	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	4 bedrooms	8 rooms or more	20 to 49 units	Not applicable	089011	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020172642	01400	Other rental	No bedroom	2 rooms	10 to 12 units	Not applicable	064186	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	016598833	01350	Stabilized pre 1947	No bedroom	2 rooms	10 to 12 units	Not applicable	052502	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020172642	01500	Stabilized pre 1947	No bedroom	2 rooms	10 to 12 units	Not applicable	039292	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	No	020172642	01400	Stabilized pre 1947	No bedroom	2 rooms	10 to 12 units	Not applicable	037018	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	020092580	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	1 bedrooms	2 rooms	100 units or more	J-51	060989	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	018995384	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	2 bedrooms	8 rooms or more	100 units or more	J-51	086752	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	021628273	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	2 bedrooms	4 rooms	100 units or more	J-51	031045	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	019603569	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	1 bedrooms	2 rooms	20 to 49 units	J-51	072013	06	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	020092580	01800	Other rental	1 bedrooms	3 rooms	20 to 49 units	J-51	027596	06	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Manhattan	Sound	Yes, a cooperative	019994702	01950	Other rental	1 bedrooms	2 rooms	20 to 49 units	J-51	025335	06	Not applicable (renter occupied)	Pay cash rent
