file	year	Borough	Condition of Building (Observation)	Condo/Coop Status	Household Weight	Monthly Contract Rent	New Control Status Recode	Number of Bedrooms	Number of Rooms	Number of Units in Building	Program Status Input	Sequence Number (Household)	Sub-borough Area	Tenure (1)	Tenure (2)
lng08_occ08_web.dat	2008	Bronx	Sound	No	022887360	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	6 rooms	1 unit without business	Not applicable	082136	01	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Bronx	Sound	No	016922738	01500	Other rental	3 bedrooms	5 rooms	1 unit without business	Not applicable	075808	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	019547348	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	5 rooms	1 unit without business	Not applicable	063903	01	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Bronx	Sound	No	023560517	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	5 rooms	1 unit without business	Not applicable	049174	01	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Bronx	Sound	No	020832819	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	3 rooms	2 units without business	Not applicable	004104	01	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Bronx	Sound	No	017150895	01200	Other rental	1 bedrooms	3 rooms	3 units	Not applicable	010188	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	018748377	01200	Other rental	2 bedrooms	4 rooms	3 units	Not applicable	032783	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	018736917	01200	Other rental	1 bedrooms	3 rooms	3 units	Not applicable	017086	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	018697463	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	5 rooms	3 units	Not applicable	094878	01	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Bronx	Deteriorating	No	018907198	00903	Stabilized pre 1947	4 bedrooms	6 rooms	6 to 9 units	Not applicable	080772	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	023560517	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	4 bedrooms	6 rooms	1 unit without business	Not applicable	095954	01	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Bronx	Sound	No	018736917	00399	Public housing	5 bedrooms	7 rooms	2 units with business	Public Housing	048867	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	021240489	00215	Public housing	1 bedrooms	3 rooms	6 to 9 units	Public Housing	029763	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	018736917	00700	Public housing	5 bedrooms	8 rooms or more	1 unit without business	Public Housing	019604	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	020832819	00191	Public housing	1 bedrooms	2 rooms	6 to 9 units	Public Housing	051111	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	018736917	00600	Stabilized pre 1947	2 bedrooms	4 rooms	20 to 49 units	Not applicable	076237	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	016922738	00639	Stabilized pre 1947	2 bedrooms	4 rooms	20 to 49 units	Not applicable	030696	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	018907198	00775	Stabilized pre 1947	3 bedrooms	5 rooms	20 to 49 units	Not applicable	043209	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	022870528	00600	Stabilized pre 1947	1 bedrooms	3 rooms	20 to 49 units	Not applicable	084033	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	019082348	00886	Stabilized pre 1947	1 bedrooms	2 rooms	20 to 49 units	Not applicable	083712	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	019173280	00623	Stabilized pre 1947	No bedroom	1 rooms	20 to 49 units	Not applicable	040516	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	019006029	00940	Stabilized pre 1947	1 bedrooms	3 rooms	20 to 49 units	Not applicable	023572	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	Don't know	021183022	00800	Stabilized pre 1947	1 bedrooms	3 rooms	20 to 49 units	Not applicable	011264	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	018333115	00749	Stabilized pre 1947	2 bedrooms	3 rooms	50 to 99 units	Not applicable	064804	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	016922738	00500	Stabilized pre 1947	2 bedrooms	4 rooms	50 to 99 units	Not applicable	019453	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	025346167	00600	Stabilized pre 1947	1 bedrooms	3 rooms	50 to 99 units	Not applicable	062786	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	018748377	00670	Stabilized pre 1947	2 bedrooms	3 rooms	50 to 99 units	Not applicable	081469	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	019006029	00652	Stabilized pre 1947	2 bedrooms	4 rooms	13 to 19 units	Not applicable	055384	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	022870528	00850	Stabilized pre 1947	1 bedrooms	2 rooms	13 to 19 units	Not applicable	086626	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	018333115	00350	Stabilized pre 1947	3 bedrooms	5 rooms	20 to 49 units	Not applicable	031926	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	018406731	00841	Stabilized pre 1947	2 bedrooms	3 rooms	13 to 19 units	Not applicable	074280	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	017076531	00918	Stabilized pre 1947	2 bedrooms	3 rooms	13 to 19 units	Not applicable	010332	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	019250270	00818	Stabilized pre 1947	2 bedrooms	4 rooms	13 to 19 units	Not applicable	019139	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	018915118	00800	Stabilized pre 1947	1 bedrooms	3 rooms	20 to 49 units	Not applicable	010288	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	016922738	00575	Stabilized pre 1947	1 bedrooms	3 rooms	5 units	Not applicable	019009	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	018812155	00900	Stabilized pre 1947	2 bedrooms	4 rooms	20 to 49 units	Not applicable	031194	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	019281479	00680	Stabilized pre 1947	1 bedrooms	2 rooms	20 to 49 units	Not applicable	094947	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	021321002	00700	Stabilized pre 1947	1 bedrooms	2 rooms	20 to 49 units	Not applicable	086465	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Deteriorating	No	019173280	00765	HUD regulated	3 bedrooms	5 rooms	20 to 49 units	HUD regulated	035442	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Deteriorating	No	016922738	00550	HUD regulated	3 bedrooms	5 rooms	20 to 49 units	HUD regulated	026952	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Deteriorating	No	019173280	00581	HUD regulated	1 bedrooms	3 rooms	20 to 49 units	HUD regulated	054306	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Deteriorating	No	021490022	00209	HUD regulated	1 bedrooms	3 rooms	20 to 49 units	HUD regulated	079983	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	018993395	01500	Other rental	3 bedrooms	5 rooms	3 units	Not applicable	039023	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	018736917	01500	Other rental	4 bedrooms	6 rooms	3 units	Not applicable	011375	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	017602235	00850	Other rental	1 bedrooms	3 rooms	3 units	Not applicable	057132	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Dilapidated	No	023717585	00540	Stabilized pre 1947	No bedroom	1 rooms	10 to 12 units	Not applicable	032811	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	022962365	00859	Stabilized pre 1947	1 bedrooms	2 rooms	13 to 19 units	J-51	033331	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	022870528	00968	Stabilized pre 1947	1 bedrooms	2 rooms	10 to 12 units	J-51	081147	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	023318074	00719	Stabilized pre 1947	No bedroom	1 rooms	13 to 19 units	J-51	042536	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	022870528	01000	Stabilized pre 1947	1 bedrooms	3 rooms	10 to 12 units	J-51	038757	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	019173280	00209	HUD regulated	2 bedrooms	3 rooms	13 to 19 units	HUD regulated	052363	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	021122974	00192	HUD regulated	2 bedrooms	3 rooms	13 to 19 units	HUD regulated	003053	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	020832819	00122	HUD regulated	No bedroom	1 rooms	10 to 12 units	HUD regulated	013194	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	019018600	00122	HUD regulated	2 bedrooms	4 rooms	13 to 19 units	HUD regulated	038710	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	016922738	Not applicable (occupied rent free or owner occupied)	Other rental	2 bedrooms	4 rooms	10 to 12 units	Not applicable	018402	01	Not applicable (renter occupied)	Occupy rent free
lng08_occ08_web.dat	2008	Bronx	Sound	No	016922738	00650	Stabilized pre 1947	2 bedrooms	4 rooms	6 to 9 units	Not applicable	091191	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	021321002	00700	Stabilized pre 1947	2 bedrooms	4 rooms	6 to 9 units	Not applicable	090138	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	018907198	00908	Stabilized pre 1947	3 bedrooms	5 rooms	6 to 9 units	Not applicable	096843	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	016679716	00870	Stabilized pre 1947	3 bedrooms	6 rooms	20 to 49 units	Not applicable	095303	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	Yes, a cooperative	017150895	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	1 bedrooms	2 rooms	50 to 99 units	Not applicable	036216	01	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Bronx	Sound	No	016922738	00750	Stabilized pre 1947	2 bedrooms	3 rooms	20 to 49 units	Not applicable	087780	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	Yes, a cooperative	021381612	00750	Other rental	1 bedrooms	2 rooms	50 to 99 units	Not applicable	098201	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	001105384	00173	In Rem	1 bedrooms	2 rooms	20 to 49 units	In Rem	028239	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	018736917	02010	Other rental	6 bedrooms	7 rooms	2 units without business	Not applicable	030413	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	018333115	02000	Other rental	5 bedrooms	7 rooms	3 units	Not applicable	057541	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	022962365	00800	Other rental	3 bedrooms	5 rooms	3 units	Not applicable	044570	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	018333115	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	4 bedrooms	5 rooms	2 units without business	Not applicable	044408	01	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Bronx	Sound	No	025084402	00783	Stabilized pre 1947	2 bedrooms	4 rooms	20 to 49 units	Not applicable	031460	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	019184211	00990	Stabilized pre 1947	1 bedrooms	3 rooms	20 to 49 units	Not applicable	077334	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	018333115	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	4 bedrooms	7 rooms	3 units	Not applicable	031777	01	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Bronx	Sound	No	020832819	02400	Other rental	4 bedrooms	6 rooms	1 unit without business	Not applicable	073209	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	022887360	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	4 bedrooms	8 rooms or more	1 unit without business	Not applicable	070175	01	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Bronx	Dilapidated	No	022870528	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	1 bedrooms	3 rooms	6 to 9 units	Not applicable	084947	01	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Bronx	Sound	No	018691869	00333	HUD regulated	1 bedrooms	3 rooms	20 to 49 units	HUD regulated	050732	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	017150895	00147	HUD regulated	1 bedrooms	3 rooms	20 to 49 units	HUD regulated	037561	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	021597545	00165	HUD regulated	1 bedrooms	3 rooms	20 to 49 units	HUD regulated	058258	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	017150895	00165	HUD regulated	No bedroom	1 rooms	20 to 49 units	HUD regulated	096653	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	018333115	00450	Stabilized pre 1947	4 bedrooms	6 rooms	20 to 49 units	J-51	063803	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	016922738	00519	Stabilized pre 1947	3 bedrooms	5 rooms	20 to 49 units	J-51	044014	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	019173280	01442	Stabilized pre 1947	2 bedrooms	4 rooms	20 to 49 units	J-51	038880	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	020832819	00200	Public housing	1 bedrooms	2 rooms	50 to 99 units	Public Housing	081665	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	017486515	00232	Public housing	1 bedrooms	2 rooms	100 units or more	Public Housing	097043	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	020832819	00209	Public housing	1 bedrooms	2 rooms	50 to 99 units	Public Housing	086733	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	017486515	00475	Public housing	1 bedrooms	3 rooms	100 units or more	Public Housing	036629	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	016990691	01200	Stabilized pre 1947	2 bedrooms	5 rooms	13 to 19 units	Not applicable	086206	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	016437249	00735	Stabilized pre 1947	2 bedrooms	4 rooms	10 to 12 units	Not applicable	023655	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	016586631	00888	Stabilized pre 1947	3 bedrooms	5 rooms	13 to 19 units	Not applicable	036486	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	024984078	01089	Stabilized pre 1947	3 bedrooms	5 rooms	13 to 19 units	Not applicable	055687	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	018736917	00147	Public housing	3 bedrooms	5 rooms	50 to 99 units	Public Housing	035071	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	016922738	00235	Public housing	2 bedrooms	4 rooms	50 to 99 units	Public Housing	079021	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	018736917	00539	Public housing	4 bedrooms	6 rooms	50 to 99 units	Public Housing	031125	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	017585389	00750	Stabilized pre 1947	2 bedrooms	5 rooms	20 to 49 units	Not applicable	047148	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	018907198	00550	Stabilized pre 1947	3 bedrooms	5 rooms	20 to 49 units	Not applicable	065322	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	018907198	00810	Stabilized pre 1947	3 bedrooms	5 rooms	20 to 49 units	Not applicable	061572	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	021122974	00500	Stabilized pre 1947	3 bedrooms	5 rooms	20 to 49 units	Not applicable	019454	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	017486515	00209	Public housing	1 bedrooms	3 rooms	50 to 99 units	Public Housing	025344	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	017150895	00203	Public housing	1 bedrooms	3 rooms	50 to 99 units	Public Housing	018644	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	021146011	00226	Public housing	1 bedrooms	2 rooms	50 to 99 units	Public Housing	069557	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	017150895	00225	Public housing	1 bedrooms	3 rooms	50 to 99 units	Public Housing	029480	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	017150895	00300	Stabilized pre 1947	No bedroom	1 rooms	6 to 9 units	Not applicable	026810	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	019173280	00496	Other rental	1 bedrooms	3 rooms	3 units	Not applicable	051523	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	Don't know	021490022	00300	Other rental	1 bedrooms	4 rooms	5 units	Not applicable	073610	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	016922738	00800	Stabilized pre 1947	1 bedrooms	3 rooms	6 to 9 units	Not applicable	007886	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Deteriorating	No	021240489	00209	Mitchell Lama rental	1 bedrooms	3 rooms	100 units or more	Mitchell Lama City/Rental	066243	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Deteriorating	No	021122974	00235	Mitchell Lama rental	3 bedrooms	5 rooms	100 units or more	Mitchell Lama City/Rental	017598	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Deteriorating	No	021122974	00450	Mitchell Lama rental	1 bedrooms	3 rooms	100 units or more	Mitchell Lama City/Rental	060681	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Deteriorating	No	016437249	00347	Mitchell Lama rental	3 bedrooms	5 rooms	100 units or more	Mitchell Lama City/Rental	043834	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	019173280	00850	Stabilized pre 1947	1 bedrooms	3 rooms	20 to 49 units	Not applicable	067357	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	020832819	00350	Stabilized pre 1947	1 bedrooms	2 rooms	50 to 99 units	Not applicable	015201	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	016922738	00477	Stabilized pre 1947	2 bedrooms	3 rooms	50 to 99 units	Not applicable	021905	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	020916473	00350	Stabilized pre 1947	1 bedrooms	3 rooms	20 to 49 units	Not applicable	071353	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Deteriorating	No	021183022	00204	Public housing	1 bedrooms	3 rooms	100 units or more	Public Housing	084321	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Deteriorating	No	019377952	00560	Public housing	2 bedrooms	4 rooms	100 units or more	Public Housing	009508	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Deteriorating	No	019008467	00650	Public housing	3 bedrooms	5 rooms	100 units or more	Public Housing	024654	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Deteriorating	No	017486515	00700	Public housing	No bedroom	1 rooms	100 units or more	Public Housing	087156	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	019115258	00185	Public housing	1 bedrooms	3 rooms	50 to 99 units	Public Housing	013390	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	017150895	00190	Public housing	1 bedrooms	3 rooms	100 units or more	Public Housing	070557	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	020832819	00260	Public housing	1 bedrooms	3 rooms	50 to 99 units	Public Housing	074669	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	021183022	00213	Public housing	1 bedrooms	3 rooms	100 units or more	Public Housing	017200	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	018823661	00750	Stabilized pre 1947	2 bedrooms	4 rooms	20 to 49 units	Not applicable	013201	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	019006029	00713	Stabilized pre 1947	3 bedrooms	6 rooms	20 to 49 units	Not applicable	088224	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	017150895	00800	Stabilized pre 1947	2 bedrooms	4 rooms	20 to 49 units	Not applicable	020291	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	018598812	00691	Stabilized pre 1947	2 bedrooms	3 rooms	20 to 49 units	Not applicable	007361	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	019281479	00950	Stabilized post 1947	1 bedrooms	3 rooms	50 to 99 units	Not applicable	075447	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	017399459	01061	Stabilized post 1947	1 bedrooms	3 rooms	50 to 99 units	Not applicable	001901	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	018748377	00850	Stabilized post 1947	2 bedrooms	4 rooms	50 to 99 units	Not applicable	080172	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	019006029	01117	Stabilized post 1947	2 bedrooms	4 rooms	6 to 9 units	Not applicable	041485	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	019377952	00388	HUD regulated	2 bedrooms	4 rooms	20 to 49 units	HUD regulated	025138	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	021597545	00388	HUD regulated	No bedroom	1 rooms	50 to 99 units	HUD regulated	027167	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	021597545	00412	HUD regulated	No bedroom	1 rooms	50 to 99 units	HUD regulated	039778	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	021536323	00810	HUD regulated	1 bedrooms	3 rooms	20 to 49 units	HUD regulated	041772	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	021597545	00190	Stabilized pre 1947	1 bedrooms	3 rooms	20 to 49 units	Not applicable	048319	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	016922738	00600	Stabilized pre 1947	4 bedrooms	6 rooms	20 to 49 units	Not applicable	082017	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	024984078	00132	HUD regulated	2 bedrooms	4 rooms	20 to 49 units	HUD regulated	081921	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	018333115	00238	HUD regulated	2 bedrooms	5 rooms	50 to 99 units	HUD regulated	087976	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	020832819	00600	HUD regulated	1 bedrooms	3 rooms	50 to 99 units	HUD regulated	022671	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	021183022	00275	HUD regulated	2 bedrooms	3 rooms	20 to 49 units	HUD regulated	011246	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	017822481	00520	Public housing	2 bedrooms	4 rooms	100 units or more	Public Housing	016456	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	019173280	00264	Public housing	2 bedrooms	4 rooms	100 units or more	Public Housing	088316	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	019006029	00594	Public housing	2 bedrooms	4 rooms	100 units or more	Public Housing	080308	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	019006029	00350	Public housing	2 bedrooms	4 rooms	100 units or more	Public Housing	040156	01	Not applicable (renter occupied)	Pay cash rent
