file	year	Borough	Condition of Building (Observation)	Condo/Coop Status	Monthly Contract Rent	New Control Status Recode	Number of Bedrooms	Number of Rooms	Number of Units in Building	Program Status Input	Sequence Number (Household)	Sub-borough Area	Tenure (1)	Tenure (2)
lng11_occ11_web.dat	2011	Bronx	Sound	No	00348	Public housing	2 bedrooms	4	100 units or more	Public Housing	546274	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00132	Public housing	1 bedrooms	3	100 units or more	Public Housing	818640	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	01070	Public housing	3 bedrooms	5	100 units or more	Public Housing	118597	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	01100	Stabilized pre 1947	3 bedrooms	4	20 to 49 units	Not applicable	823072	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00473	Stabilized pre 1947	2 bedrooms	4	50 to 99 units	Not applicable	919745	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00800	Stabilized pre 1947	1 bedrooms	3	20 to 49 units	Not applicable	469339	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	01312	Stabilized pre 1947	2 bedrooms	4	20 to 49 units	Not applicable	542936	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00760	Public housing	3 bedrooms	5	100 units or more	Public Housing	862432	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00346	Public housing	2 bedrooms	4	100 units or more	Public Housing	609121	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00278	Public housing	1 bedrooms	3	100 units or more	Public Housing	287506	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00626	Public housing	4 bedrooms	6	100 units or more	Public Housing	839384	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00532	Public housing	3 bedrooms	5	100 units or more	Public Housing	565869	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00183	Public housing	1 bedrooms	3	100 units or more	Public Housing	322078	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00341	Public housing	1 bedrooms	3	100 units or more	Public Housing	515023	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00675	Public housing	4 bedrooms	6	100 units or more	Public Housing	518714	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00400	Public housing	2 bedrooms	4	100 units or more	Public Housing	063724	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00511	Public housing	1 bedrooms	3	100 units or more	Public Housing	515735	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00439	Public housing	3 bedrooms	5	100 units or more	Public Housing	102901	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00906	Public housing	3 bedrooms	5	100 units or more	Public Housing	630870	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00989	Mitchell Lama rental	1 bedrooms	3	50 to 99 units	Mitchell Lama State/Rental	596758	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Not Reported	No	00875	Mitchell Lama rental	1 bedrooms	3	50 to 99 units	Mitchell Lama State/Rental	872183	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00993	Mitchell Lama rental	1 bedrooms	3	100 units or more	Mitchell Lama State/Rental	185110	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00752	Mitchell Lama rental	2 bedrooms	4	50 to 99 units	Mitchell Lama State/Rental	125813	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00323	Public housing	2 bedrooms	4	100 units or more	Public Housing	403800	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00486	Public housing	2 bedrooms	4	100 units or more	Public Housing	722613	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00209	Public housing	1 bedrooms	3	100 units or more	Public Housing	029064	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00378	Public housing	2 bedrooms	5	100 units or more	Public Housing	327874	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00890	Stabilized post 1947	1 bedrooms	3	100 units or more	Not applicable	150859	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	01089	Stabilized post 1947	2 bedrooms	4	100 units or more	Not applicable	158623	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00717	Stabilized post 1947	1 bedrooms	3	100 units or more	Not applicable	868557	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00660	Stabilized post 1947	1 bedrooms	3	100 units or more	Not applicable	623852	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00800	Stabilized pre 1947	1 bedrooms	3	50 to 99 units	Not applicable	259015	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00740	Stabilized pre 1947	1 bedrooms	3	50 to 99 units	Not applicable	508563	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00588	Stabilized pre 1947	1 bedrooms	3	20 to 49 units	Not applicable	489884	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00866	Stabilized pre 1947	3 bedrooms	5	20 to 49 units	Not applicable	171571	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00593	Public housing	2 bedrooms	4	100 units or more	Public Housing	457797	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00597	Public housing	2 bedrooms	4	100 units or more	Public Housing	631733	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00679	Public housing	2 bedrooms	4	100 units or more	Public Housing	491410	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00443	Public housing	2 bedrooms	4	100 units or more	Public Housing	508669	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00952	Stabilized pre 1947	2 bedrooms	4	13 to 19 units	Not applicable	873021	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00693	Stabilized pre 1947	2 bedrooms	4	13 to 19 units	Not applicable	157930	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Not Reported	No	01000	Stabilized pre 1947	2 bedrooms	4	10 to 12 units	Not applicable	480405	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	01071	Stabilized pre 1947	2 bedrooms	4	13 to 19 units	Not applicable	199502	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00750	Public housing	3 bedrooms	5	100 units or more	Public Housing	941978	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00166	Public housing	2 bedrooms	4	100 units or more	Public Housing	876832	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00371	Public housing	2 bedrooms	4	100 units or more	Public Housing	354079	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00218	Public housing	No bedroom	1	100 units or more	Public Housing	292540	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00250	Public housing	2 bedrooms	4	50 to 99 units	Public Housing	613128	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00220	Public housing	2 bedrooms	4	50 to 99 units	Public Housing	752653	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00220	Public housing	2 bedrooms	4	100 units or more	Public Housing	689527	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00593	Public housing	2 bedrooms	4	100 units or more	Public Housing	375287	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00602	Public housing	2 bedrooms	4	100 units or more	Public Housing	695571	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00285	Public housing	2 bedrooms	4	100 units or more	Public Housing	471144	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00820	Public housing	2 bedrooms	4	100 units or more	Public Housing	821688	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	01100	Public housing	2 bedrooms	4	100 units or more	Public Housing	267256	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00969	Public housing	1 bedrooms	3	100 units or more	Public Housing	776012	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00969	Public housing	3 bedrooms	5	100 units or more	Public Housing	963508	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00636	Public housing	1 bedrooms	3	100 units or more	Public Housing	772365	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00402	Public housing	1 bedrooms	3	100 units or more	Public Housing	991914	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00775	HUD regulated	No bedroom	1	50 to 99 units	HUD regulated	166339	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	Not applicable (occupied rent free or owner occupied)	HUD regulated	2 bedrooms	4	50 to 99 units	HUD regulated	557399	01	N/A (renter)	Occupy rent free
lng11_occ11_web.dat	2011	Bronx	Sound	No	00775	HUD regulated	1 bedrooms	3	50 to 99 units	HUD regulated	178817	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	01400	HUD regulated	1 bedrooms	2	50 to 99 units	HUD regulated	278969	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00259	Public housing	2 bedrooms	4	100 units or more	Public Housing	870834	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00550	Public housing	3 bedrooms	5	100 units or more	Public Housing	328657	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	01800	Public housing	3 bedrooms	5	100 units or more	Public Housing	784251	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00396	Public housing	2 bedrooms	4	100 units or more	Public Housing	134242	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00235	Public housing	1 bedrooms	2	13 to 19 units	Public Housing	779335	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00235	Public housing	3 bedrooms	5	100 units or more	Public Housing	900991	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00919	Public housing	2 bedrooms	4	100 units or more	Public Housing	260175	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00875	Public housing	3 bedrooms	5	100 units or more	Public Housing	895747	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00141	Public housing	3 bedrooms	5	100 units or more	Public Housing	125432	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00283	Public housing	3 bedrooms	5	100 units or more	Public Housing	110369	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00350	Public housing	4 bedrooms	6	100 units or more	Public Housing	092629	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00776	Public housing	3 bedrooms	5	100 units or more	Public Housing	987444	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00252	Stabilized pre 1947	1 bedrooms	3	50 to 99 units	Not applicable	055470	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00760	Stabilized pre 1947	2 bedrooms	4	50 to 99 units	Not applicable	430367	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00664	Stabilized pre 1947	No bedroom	1	50 to 99 units	Not applicable	933753	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	01200	Public housing	3 bedrooms	5	100 units or more	Public Housing	442106	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	01009	Public housing	1 bedrooms	3	100 units or more	Public Housing	193363	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00133	Public housing	2 bedrooms	4	100 units or more	Public Housing	625914	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00600	Public housing	4 bedrooms	6	50 to 99 units	Public Housing	817242	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	01265	Stabilized pre 1947	2 bedrooms	4	20 to 49 units	Not applicable	547048	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	01100	Stabilized pre 1947	1 bedrooms	3	20 to 49 units	Not applicable	924039	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	01000	Stabilized pre 1947	2 bedrooms	4	20 to 49 units	Not applicable	061092	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	01040	Stabilized pre 1947	2 bedrooms	4	20 to 49 units	Not applicable	946353	01	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	4 bedrooms	5	1 unit without business	Not applicable	896994	02	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Bronx	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	5	1 unit without business	Not applicable	183629	02	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Bronx	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	5	3 units	Not applicable	656156	02	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Bronx	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	5	3 units	Not applicable	213501	02	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Bronx	Sound	No	00750	Other rental	2 bedrooms	3	2 units without business	Not applicable	499587	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	5	1 unit without business	Not applicable	772967	02	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Bronx	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	1 bedrooms	3	20 to 49 units	J-51	272963	02	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Bronx	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	2 bedrooms	4	20 to 49 units	J-51	505332	02	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Bronx	Sound	Condo	Not applicable (occupied rent free or owner occupied)	Owner occupied condo	1 bedrooms	3	20 to 49 units	J-51	106637	02	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Bronx	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	2 bedrooms	4	20 to 49 units	J-51	578483	02	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Bronx	Sound	No	01000	Stabilized pre 1947	2 bedrooms	4	20 to 49 units	Not applicable	751039	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	Unknown	01200	Stabilized pre 1947	2 bedrooms	4	20 to 49 units	Not applicable	111230	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00950	Stabilized pre 1947	2 bedrooms	3	20 to 49 units	Not applicable	068059	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	01200	Stabilized pre 1947	2 bedrooms	4	20 to 49 units	Not applicable	085803	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00962	Stabilized pre 1947	1 bedrooms	3	20 to 49 units	Not applicable	048149	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	01000	Stabilized pre 1947	2 bedrooms	4	20 to 49 units	Not applicable	014558	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	01150	Other rental	2 bedrooms	5	2 units without business	Not applicable	206938	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	6	2 units without business	Not applicable	814735	02	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Bronx	Sound	No	01050	Other rental	2 bedrooms	4	2 units without business	Not applicable	747919	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	Condo	01200	Other rental	2 bedrooms	4	2 units without business	Not applicable	733977	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00880	Stabilized post 1947	2 bedrooms	4	50 to 99 units	Not applicable	888177	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00900	Stabilized post 1947	2 bedrooms	4	50 to 99 units	Not applicable	466806	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00750	Stabilized post 1947	No bedroom	2	50 to 99 units	Not applicable	011363	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00860	Stabilized post 1947	2 bedrooms	4	50 to 99 units	Not applicable	884521	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Mitchell Lama cooperative	3 bedrooms	5	100 units or more	Mitchell Lama City/Coop	435007	02	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Bronx	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Mitchell Lama cooperative	1 bedrooms	3	50 to 99 units	Mitchell Lama City/Coop	626709	02	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Bronx	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Mitchell Lama cooperative	1 bedrooms	3	50 to 99 units	Mitchell Lama City/Coop	334779	02	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Bronx	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Mitchell Lama cooperative	3 bedrooms	5	100 units or more	Mitchell Lama City/Coop	730410	02	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Bronx	Sound	No	00850	Stabilized pre 1947	3 bedrooms	5	13 to 19 units	Not applicable	241477	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00500	Stabilized pre 1947	2 bedrooms	4	10 to 12 units	Not applicable	471451	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00573	Public housing	2 bedrooms	4	13 to 19 units	Public Housing	273937	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00144	Public housing	2 bedrooms	4	20 to 49 units	Public Housing	708311	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00171	Public housing	1 bedrooms	2	20 to 49 units	Public Housing	258204	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00487	Public housing	1 bedrooms	3	13 to 19 units	Public Housing	471508	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00094	HUD regulated	3 bedrooms	5	50 to 99 units	HUD regulated	643032	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	01300	HUD regulated	2 bedrooms	4	20 to 49 units	HUD regulated	040613	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	01370	HUD regulated	2 bedrooms	4	50 to 99 units	HUD regulated	168088	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	01343	HUD regulated	2 bedrooms	4	20 to 49 units	HUD regulated	271875	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	8	1 unit without business	Not applicable	167680	02	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Bronx	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	5	2 units without business	Not applicable	206550	02	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Bronx	Sound	No	01100	Other rental	2 bedrooms	4	3 units	Not applicable	118930	02	N/A (renter)	Pay cash rent
