file	year	Borough	Condition of Building (Observation)	Condo/Coop Status	Monthly Contract Rent	Most Recent Place Householder Lived For 6 Months or More	New Control Status Recode	Number of Bedrooms	Number of Rooms	Number of Units in Building	Program Status Input	Sequence Number (Household)	Sub-borough Area	Tenure (1)	Tenure (2)	Year Householder Moved into Unit Recode
uf_14_occ_web_b.txt	2014	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Queens	Owner occupied conventional	3 bedrooms	6 rooms	1 unit with business	  	418717	02	Owned or being bought	Not applicable (owner occupied)	2012 or later
uf_14_occ_web_b.txt	2014	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Brooklyn	Other rental	3 bedrooms	5 rooms	2 units without business	  	443315	02	N/A (renter)	Occupy rent free	2009-2011
uf_14_occ_web_b.txt	2014	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Queens	Owner occupied conventional	4 bedrooms	6 rooms	3 units	  	785484	02	Owned or being bought	Not applicable (owner occupied)	1990-1994
uf_14_occ_web_b.txt	2014	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Queens	Owner occupied conventional	3 bedrooms	8 rooms or more	1 unit without business	  	367856	02	Owned or being bought	Not applicable (owner occupied)	1990-1994
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01350	Queens	Other rental	1 bedrooms	2 rooms	2 units without business	  	648446	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Queens	Owner occupied conventional	3 bedrooms	6 rooms	1 unit without business	  	421816	02	Owned or being bought	Not applicable (owner occupied)	2006-2008
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01000	NY, NJ, Connecticut	Other rental	2 bedrooms	4 rooms	2 units without business	  	154953	02	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Queens	Owner occupied conventional	2 bedrooms	4 rooms	2 units without business	  	158014	02	Owned or being bought	Not applicable (owner occupied)	1990-1994
uf_14_occ_web_b.txt	2014	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Brooklyn	Owner occupied conventional	2 bedrooms	5 rooms	2 units without business	  	228684	02	Owned or being bought	Not applicable (owner occupied)	1970-1979
uf_14_occ_web_b.txt	2014	Queens	Sound	Coop	00950	Brooklyn	Mitchell Lama rental	2 bedrooms	4 rooms	100 units or more	  	736634	02	N/A (renter)	Pay cash rent	2003-2005
uf_14_occ_web_b.txt	2014	Queens	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Queens	Mitchell Lama cooperative	2 bedrooms	3 rooms	50 to 99 units	  	720412	02	Owned or being bought	Not applicable (owner occupied)	1980-1984
uf_14_occ_web_b.txt	2014	Queens	Sound	Coop	01340	Queens	Mitchell Lama rental	3 bedrooms	4 rooms	100 units or more	  	704425	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Queens	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Brooklyn	Mitchell Lama cooperative	1 bedrooms	2 rooms	50 to 99 units	  	307646	02	Owned or being bought	Not applicable (owner occupied)	2009-2011
uf_14_occ_web_b.txt	2014	Queens	Sound	No	02000	Queens	Other rental	5 bedrooms	7 rooms	3 units	  	799226	02	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Queens	Owner occupied conventional	2 bedrooms	4 rooms	2 units without business	  	547691	02	Owned or being bought	Not applicable (owner occupied)	1995-1999
uf_14_occ_web_b.txt	2014	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Not reported	Owner occupied conventional	2 bedrooms	5 rooms	3 units	  	160618	02	Owned or being bought	Not applicable (owner occupied)	2006-2008
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01350	Not reported	Other rental	1 bedrooms	3 rooms	3 units	  	668158	02	N/A (renter)	Pay cash rent	2003-2005
uf_14_occ_web_b.txt	2014	Queens	Sound	No	02000	18	Other rental	4 bedrooms	5 rooms	1 unit without business	  	089810	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Other state	Owner occupied conventional	2 bedrooms	4 rooms	3 units	  	471222	02	Owned or being bought	Not applicable (owner occupied)	1995-1999
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01500	Queens	Other rental	2 bedrooms	3 rooms	3 units	  	211469	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01200	NY, NJ, Connecticut	Other rental	1 bedrooms	3 rooms	3 units	  	214572	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Queens	Sound	No	02800	Brooklyn	Other rental	1 bedrooms	4 rooms	3 units	  	886928	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01400	Queens	Other rental	2 bedrooms	4 rooms	2 units without business	  	714773	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Queens	Sound	No	00200	Queens	Stabilized pre 1947	3 bedrooms	4 rooms	6 to 9 units	  	283041	02	N/A (renter)	Pay cash rent	1990-1994
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01297	Manhattan	Stabilized pre 1947	1 bedrooms	4 rooms	6 to 9 units	  	607094	02	N/A (renter)	Pay cash rent	1995-1999
uf_14_occ_web_b.txt	2014	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Central America, South America 15=Canada	Other rental	2 bedrooms	4 rooms	6 to 9 units	  	681373	02	N/A (renter)	Occupy rent free	1980-1984
uf_14_occ_web_b.txt	2014	Queens	Sound	Condo	Not applicable (occupied rent free or owner occupied)	Queens	Owner occupied condo	1 bedrooms	2 rooms	20 to 49 units	  	932394	02	Owned or being bought	Not applicable (owner occupied)	2009-2011
uf_14_occ_web_b.txt	2014	Queens	Sound	Condo	Not applicable (occupied rent free or owner occupied)	Manhattan	Owner occupied condo	No bedroom	1 rooms	20 to 49 units	  	998593	02	Owned or being bought	Not applicable (owner occupied)	2009-2011
uf_14_occ_web_b.txt	2014	Queens	Sound	Condo	Not applicable (occupied rent free or owner occupied)	Manhattan	Owner occupied condo	2 bedrooms	3 rooms	20 to 49 units	  	481298	02	Owned or being bought	Not applicable (owner occupied)	2009-2011
uf_14_occ_web_b.txt	2014	Queens	Sound	Condo	02300	Queens	Stabilized post 1947	1 bedrooms	2 rooms	20 to 49 units	  	819163	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01300	Queens	Other rental	2 bedrooms	4 rooms	2 units without business	  	735347	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01600	Queens	Other rental	2 bedrooms	4 rooms	3 units	  	064698	02	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01650	Queens	Other rental	3 bedrooms	4 rooms	3 units	  	324529	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01650	Bronx	Other rental	2 bedrooms	3 rooms	3 units	  	865879	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01300	Queens	Other rental	1 bedrooms	3 rooms	2 units without business	  	138945	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Queens	Sound	No	00770	Other unit in same building	Stabilized pre 1947	No bedroom	1 rooms	20 to 49 units	  	120202	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Queens	Deteriorating	No	00897	Queens	Stabilized pre 1947	1 bedrooms	2 rooms	20 to 49 units	  	846492	02	N/A (renter)	Pay cash rent	1995-1999
uf_14_occ_web_b.txt	2014	Queens	Sound	Unknown	00780	Brooklyn	Other rental	8 bedrooms or more	8 rooms or more	13 to 19 units	  	943123	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01000	Queens	Other rental	No bedroom	1 rooms	3 units	  	712752	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Queens	Owner occupied conventional	3 bedrooms	6 rooms	2 units without business	  	895472	02	Owned or being bought	Not applicable (owner occupied)	1969 or earlier
uf_14_occ_web_b.txt	2014	Queens	Sound	No	02100	Manhattan	Stabilized pre 1947	1 bedrooms	2 rooms	50 to 99 units	  	622385	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01465	NY, NJ, Connecticut	Stabilized pre 1947	1 bedrooms	3 rooms	50 to 99 units	  	209209	02	N/A (renter)	Pay cash rent	2000-2002
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01975	Other state	Stabilized pre 1947	2 bedrooms	3 rooms	50 to 99 units	  	165795	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01132	Always lived in this unit	Controlled	2 bedrooms	4 rooms	50 to 99 units	  	902862	02	N/A (renter)	Pay cash rent	1969 or earlier
uf_14_occ_web_b.txt	2014	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Queens	Owner occupied conventional	2 bedrooms	4 rooms	2 units without business	  	160458	02	Owned or being bought	Not applicable (owner occupied)	1980-1984
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01300	Always lived in this unit	Other rental	No bedroom	1 rooms	6 to 9 units	  	986070	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Queens	Sound	Condo	01550	Queens	Other rental	1 bedrooms	2 rooms	6 to 9 units	  	683282	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01225	Queens	Other rental	1 bedrooms	3 rooms	6 to 9 units	  	701712	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Queens	Sound	Condo	01200	Queens	Other rental	1 bedrooms	2 rooms	6 to 9 units	  	163689	02	N/A (renter)	Pay cash rent	2003-2005
uf_14_occ_web_b.txt	2014	Queens	Sound	No	00800	Queens	Stabilized pre 1947	1 bedrooms	3 rooms	50 to 99 units	  	174039	02	N/A (renter)	Pay cash rent	1970-1979
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01410	Queens	Stabilized pre 1947	1 bedrooms	3 rooms	50 to 99 units	  	494498	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01000	Not reported	Stabilized pre 1947	1 bedrooms	3 rooms	50 to 99 units	  	160042	02	N/A (renter)	Pay cash rent	1990-1994
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01500	Not reported	Stabilized pre 1947	3 bedrooms	6 rooms	50 to 99 units	  	804051	02	N/A (renter)	Pay cash rent	1995-1999
uf_14_occ_web_b.txt	2014	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Queens	Owner occupied conventional	3 bedrooms	4 rooms	2 units without business	  	193919	02	Owned or being bought	Not applicable (owner occupied)	1995-1999
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01600	Queens	Other rental	2 bedrooms	5 rooms	2 units without business	  	615719	02	N/A (renter)	Pay cash rent	1995-1999
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01450	Not reported	Stabilized pre 1947	1 bedrooms	3 rooms	13 to 19 units	  	106080	02	N/A (renter)	Pay cash rent	2003-2005
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01750	Not reported	Stabilized pre 1947	1 bedrooms	3 rooms	13 to 19 units	  	352353	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Queens	Sound	No	00610	Manhattan	Controlled	1 bedrooms	2 rooms	13 to 19 units	  	137844	02	N/A (renter)	Pay cash rent	1969 or earlier
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01477	Queens	Stabilized pre 1947	1 bedrooms	3 rooms	13 to 19 units	  	032932	02	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01400	Queens	Other rental	2 bedrooms	4 rooms	2 units without business	  	951531	02	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01500	Queens	Other rental	2 bedrooms	3 rooms	2 units with business	  	978700	02	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Queens	Sound	Condo	Not applicable (occupied rent free or owner occupied)	Queens	Owner occupied condo	1 bedrooms	3 rooms	50 to 99 units	  	932848	02	Owned or being bought	Not applicable (owner occupied)	1995-1999
uf_14_occ_web_b.txt	2014	Queens	Sound	Condo	Not applicable (occupied rent free or owner occupied)	Queens	Stabilized pre 1947	3 bedrooms	5 rooms	50 to 99 units	  	317732	02	N/A (renter)	Occupy rent free	1985-1989
uf_14_occ_web_b.txt	2014	Queens	Sound	No	03250	Queens	Other rental	3 bedrooms	6 rooms	1 unit without business	  	834317	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Queens	Deteriorating	No	03500	Bronx	Other rental	5 bedrooms	7 rooms	1 unit without business	  	287380	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Queens	Dilapidated	No	01000	Queens	Other rental	3 bedrooms	4 rooms	2 units without business	  	031156	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Queens	Sound	No	03700	24	Other rental	3 bedrooms	4 rooms	100 units or more	  	093760	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Queens	Sound	No	03000	Not reported	Other rental	1 bedrooms	2 rooms	100 units or more	  	456241	02	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Queens	Sound	No	04200	Queens	Other rental	2 bedrooms	4 rooms	100 units or more	  	952118	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Queens	Sound	No	03000	Not reported	Other rental	1 bedrooms	2 rooms	100 units or more	  	019670	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01500	Always lived in this unit	Other rental	3 bedrooms	5 rooms	2 units without business	  	107471	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Queens	Sound	No	00400	Queens	Other rental	2 bedrooms	4 rooms	2 units without business	  	957460	02	N/A (renter)	Pay cash rent	2000-2002
uf_14_occ_web_b.txt	2014	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Queens	Owner occupied conventional	3 bedrooms	5 rooms	2 units without business	  	375600	02	Owned or being bought	Not applicable (owner occupied)	2000-2002
uf_14_occ_web_b.txt	2014	Queens	Sound	Coop	01310	NY, NJ, Connecticut	Other rental	1 bedrooms	3 rooms	50 to 99 units	  	807285	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Queens	Sound	Coop	01500	Other unit in same building	Other rental	1 bedrooms	3 rooms	50 to 99 units	  	949655	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Queens	Sound	Coop	00670	Queens	Other rental	1 bedrooms	3 rooms	50 to 99 units	  	413595	02	N/A (renter)	Pay cash rent	1990-1994
uf_14_occ_web_b.txt	2014	Queens	Sound	Coop	01500	Brooklyn	Other rental	1 bedrooms	2 rooms	50 to 99 units	  	491656	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	NY, NJ, Connecticut	Owner occupied conventional	2 bedrooms	4 rooms	3 units	  	441618	02	Owned or being bought	Not applicable (owner occupied)	2012 or later
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01320	Not reported	Other rental	1 bedrooms	3 rooms	3 units	  	549363	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Other state	Other rental	2 bedrooms	4 rooms	3 units	  	904869	02	N/A (renter)	Occupy rent free	2000-2002
uf_14_occ_web_b.txt	2014	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Queens	Owner occupied conventional	3 bedrooms	5 rooms	2 units without business	  	935730	02	Owned or being bought	Not applicable (owner occupied)	1980-1984
uf_14_occ_web_b.txt	2014	Queens	Sound	No	00400	Always lived in this unit	Other rental	2 bedrooms	4 rooms	2 units without business	  	999282	02	N/A (renter)	Pay cash rent	1970-1979
uf_14_occ_web_b.txt	2014	Queens	Deteriorating	No	01600	Queens	Other rental	3 bedrooms	4 rooms	3 units	  	448332	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01750	Queens	Other rental	3 bedrooms	5 rooms	3 units	  	032907	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Queens	Sound	No	00830	Central America, South America 15=Canada	Stabilized pre 1947	1 bedrooms	3 rooms	6 to 9 units	  	536937	02	N/A (renter)	Pay cash rent	1995-1999
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01250	Brooklyn	Stabilized pre 1947	1 bedrooms	2 rooms	6 to 9 units	  	582217	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01000	Queens	Stabilized pre 1947	1 bedrooms	3 rooms	6 to 9 units	  	134816	02	N/A (renter)	Pay cash rent	1990-1994
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01300	Queens	Stabilized pre 1947	1 bedrooms	3 rooms	6 to 9 units	  	313680	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01350	Manhattan	Stabilized pre 1947	2 bedrooms	3 rooms	6 to 9 units	  	899301	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01700	Manhattan	Stabilized pre 1947	2 bedrooms	3 rooms	6 to 9 units	  	386187	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01600	Other state	Stabilized pre 1947	2 bedrooms	3 rooms	6 to 9 units	  	496962	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01550	NY, NJ, Connecticut	Stabilized pre 1947	2 bedrooms	4 rooms	6 to 9 units	  	739778	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01090	Not reported	Stabilized post 1947	2 bedrooms	3 rooms	100 units or more	  	494119	02	N/A (renter)	Pay cash rent	1980-1984
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01130	Queens	Stabilized post 1947	1 bedrooms	2 rooms	100 units or more	  	528978	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01600	Queens	Stabilized post 1947	3 bedrooms	4 rooms	100 units or more	  	209536	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Queens	Sound	No	00957	Queens	Stabilized post 1947	No bedroom	1 rooms	100 units or more	  	388909	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01300	Manhattan	Stabilized post 1947	No bedroom	1 rooms	100 units or more	  	430429	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Queens	Sound	No	00900	Queens	Stabilized post 1947	2 bedrooms	4 rooms	50 to 99 units	  	583390	02	N/A (renter)	Pay cash rent	1969 or earlier
uf_14_occ_web_b.txt	2014	Queens	Sound	No	00959	Queens	Stabilized post 1947	No bedroom	2 rooms	100 units or more	  	682743	02	N/A (renter)	Pay cash rent	1990-1994
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01600	Queens	Stabilized post 1947	1 bedrooms	3 rooms	50 to 99 units	  	415783	02	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01200	Queens	Stabilized pre 1947	1 bedrooms	3 rooms	20 to 49 units	  	371143	02	N/A (renter)	Pay cash rent	1995-1999
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01320	Queens	Stabilized pre 1947	1 bedrooms	3 rooms	50 to 99 units	  	427236	02	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01269	Other state	Stabilized pre 1947	1 bedrooms	2 rooms	20 to 49 units	  	381949	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01100	Manhattan	Stabilized pre 1947	1 bedrooms	2 rooms	20 to 49 units	  	218079	02	N/A (renter)	Pay cash rent	1990-1994
uf_14_occ_web_b.txt	2014	Queens	Sound	No	00850	Queens	Stabilized pre 1947	1 bedrooms	3 rooms	20 to 49 units	  	571593	02	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01300	Queens	Stabilized pre 1947	1 bedrooms	3 rooms	13 to 19 units	  	397371	02	N/A (renter)	Pay cash rent	1990-1994
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01027	Not reported	Stabilized pre 1947	1 bedrooms	3 rooms	20 to 49 units	  	664077	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Queens	Sound	Unknown	01300	Queens	Stabilized pre 1947	1 bedrooms	2 rooms	20 to 49 units	  	557921	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01350	Other state	Other rental	1 bedrooms	3 rooms	20 to 49 units	  	983480	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Queens	Sound	No	00502	Queens	Stabilized pre 1947	1 bedrooms	3 rooms	20 to 49 units	  	839988	02	N/A (renter)	Pay cash rent	1970-1979
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01350	Queens	Stabilized pre 1947	1 bedrooms	2 rooms	50 to 99 units	  	336233	02	N/A (renter)	Pay cash rent	1995-1999
uf_14_occ_web_b.txt	2014	Queens	Sound	Coop	01265	Queens	Stabilized pre 1947	1 bedrooms	3 rooms	50 to 99 units	  	232665	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01700	Manhattan	Stabilized pre 1947	1 bedrooms	3 rooms	50 to 99 units	  	427371	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01900	NY, NJ, Connecticut	Stabilized pre 1947	1 bedrooms	4 rooms	50 to 99 units	  	238470	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01790	Queens	Stabilized pre 1947	1 bedrooms	4 rooms	50 to 99 units	  	962601	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01550	Queens	Stabilized pre 1947	1 bedrooms	3 rooms	50 to 99 units	  	026332	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01800	Queens	Other rental	3 bedrooms	5 rooms	2 units with business	  	184976	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01100	Queens	Other rental	1 bedrooms	3 rooms	3 units	  	077171	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Queens	Owner occupied conventional	2 bedrooms	4 rooms	3 units	  	033919	02	Owned or being bought	Not applicable (owner occupied)	2000-2002
uf_14_occ_web_b.txt	2014	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Queens	Owner occupied conventional	2 bedrooms	4 rooms	3 units	  	482401	02	Owned or being bought	Not applicable (owner occupied)	1990-1994
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01525	Not reported	Other rental	3 bedrooms	6 rooms	3 units	  	362087	02	N/A (renter)	Pay cash rent	2000-2002
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01525	Not reported	Other rental	2 bedrooms	4 rooms	3 units	  	910836	02	N/A (renter)	Pay cash rent	2000-2002
uf_14_occ_web_b.txt	2014	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Queens	Owner occupied conventional	2 bedrooms	4 rooms	2 units without business	  	269366	02	Owned or being bought	Not applicable (owner occupied)	1995-1999
uf_14_occ_web_b.txt	2014	Queens	Sound	No	04000	Manhattan	HUD regulated	3 bedrooms	5 rooms	100 units or more	  	956007	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Queens	Sound	Condo	04000	Other state	HUD regulated	2 bedrooms	3 rooms	100 units or more	  	878098	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Queens	Sound	Unknown	02200	Manhattan	HUD regulated	No bedroom	1 rooms	100 units or more	  	297342	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Queens	Sound	No	02500	Queens	HUD regulated	1 bedrooms	2 rooms	100 units or more	  	269328	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Not reported	Owner occupied conventional	2 bedrooms	4 rooms	2 units without business	  	564871	02	Owned or being bought	Not applicable (owner occupied)	1980-1984
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01415	Not reported	Other rental	1 bedrooms	3 rooms	2 units without business	  	222179	02	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Queens	Owner occupied conventional	2 bedrooms	4 rooms	2 units without business	  	183948	02	Owned or being bought	Not applicable (owner occupied)	1980-1984
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01100	Queens	Other rental	3 bedrooms	6 rooms	2 units without business	  	617763	02	N/A (renter)	Pay cash rent	1985-1989
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01600	Queens	Other rental	2 bedrooms	5 rooms	2 units without business	  	962182	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Queens	Deteriorating	No	00700	Pakistan, Bangladesh	Other rental	1 bedrooms	2 rooms	3 units	  	389959	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Queens	Sound	No	02600	Queens	Other rental	5 bedrooms	7 rooms	1 unit without business	  	468906	02	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Queens	Sound	No	02100	Not reported	Other rental	3 bedrooms	8 rooms or more	1 unit without business	  	443269	02	N/A (renter)	Pay cash rent	2000-2002
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01300	Brooklyn	Stabilized pre 1947	1 bedrooms	3 rooms	100 units or more	  	990954	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01250	India	Stabilized pre 1947	1 bedrooms	2 rooms	100 units or more	  	058639	02	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Queens	Sound	No	00976	Europe	Stabilized post 1947	2 bedrooms	4 rooms	50 to 99 units	  	642710	02	N/A (renter)	Pay cash rent	1969 or earlier
uf_14_occ_web_b.txt	2014	Queens	Sound	No	01400	Queens	Stabilized post 1947	1 bedrooms	2 rooms	50 to 99 units	  	865634	02	N/A (renter)	Pay cash rent	2012 or later
