file	year	Borough	Condition of Building (Observation)	Condo/Coop Status	Monthly Contract Rent	Most Recent Place Householder Lived For 6 Months or More	New Control Status Recode	Number of Bedrooms	Number of Rooms	Number of Units in Building	Program Status Input	Sequence Number (Household)	Sub-borough Area	Tenure (1)	Tenure (2)	Year Householder Moved into Unit Recode
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	00720	Not reported	Public housing	2 bedrooms	4 rooms	20 to 49 units	  	982063	02	N/A (renter)	Pay cash rent	1985-1989
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	00217	Brooklyn	Public housing	3 bedrooms	5 rooms	20 to 49 units	  	565711	02	N/A (renter)	Pay cash rent	1970-1979
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	00926	Brooklyn	Public housing	3 bedrooms	5 rooms	20 to 49 units	  	953971	02	N/A (renter)	Pay cash rent	2000-2002
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	00360	Brooklyn	Public housing	1 bedrooms	3 rooms	20 to 49 units	  	931667	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	00155	Brooklyn	Public housing	2 bedrooms	4 rooms	100 units or more	  	458630	02	N/A (renter)	Pay cash rent	1995-1999
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	00186	Not reported	Public housing	2 bedrooms	4 rooms	100 units or more	  	208842	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	00231	Always lived in this unit	Public housing	2 bedrooms	4 rooms	20 to 49 units	  	931471	02	N/A (renter)	Pay cash rent	1970-1979
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	00231	Always lived in this unit	Public housing	2 bedrooms	4 rooms	50 to 99 units	  	555131	02	N/A (renter)	Pay cash rent	1970-1979
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	00260	Brooklyn	Public housing	2 bedrooms	4 rooms	100 units or more	  	587055	02	N/A (renter)	Pay cash rent	1995-1999
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	00250	Brooklyn	Public housing	1 bedrooms	3 rooms	100 units or more	  	844142	02	N/A (renter)	Pay cash rent	2000-2002
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	00524	Not reported	Public housing	4 bedrooms	6 rooms	100 units or more	  	139008	02	N/A (renter)	Pay cash rent	2003-2005
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	00376	Brooklyn	Public housing	4 bedrooms	6 rooms	100 units or more	  	598573	02	N/A (renter)	Pay cash rent	1985-1989
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	03250	Manhattan	Other rental	2 bedrooms	4 rooms	100 units or more	  	555875	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	02600	Other state	Other rental	1 bedrooms	2 rooms	100 units or more	  	230655	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	03600	Brooklyn	Other rental	2 bedrooms	3 rooms	100 units or more	  	207700	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	03600	NY, NJ, Connecticut	Other rental	2 bedrooms	3 rooms	100 units or more	  	706989	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Not reported	Owner occupied conventional	3 bedrooms	5 rooms	1 unit without business	  	348063	03	Owned or being bought	Not applicable (owner occupied)	2000-2002
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Brooklyn	Owner occupied conventional	3 bedrooms	6 rooms	2 units without business	  	078243	03	Owned or being bought	Not applicable (owner occupied)	2000-2002
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	01400	Brooklyn	Other rental	2 bedrooms	5 rooms	2 units without business	  	617313	03	N/A (renter)	Pay cash rent	2003-2005
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	01005	Brooklyn	Other rental	2 bedrooms	4 rooms	2 units without business	  	895430	03	N/A (renter)	Pay cash rent	1990-1994
uf_14_occ_web_b.txt	2014	Brooklyn	Dilapidated	No	00850	Brooklyn	Other rental	1 bedrooms	3 rooms	2 units without business	  	250656	03	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Not reported	Owner occupied conventional	2 bedrooms	5 rooms	3 units	  	366651	03	Owned or being bought	Not applicable (owner occupied)	2003-2005
uf_14_occ_web_b.txt	2014	Brooklyn	Dilapidated	No	00250	Brooklyn	Other rental	2 bedrooms	4 rooms	3 units	  	145089	03	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Brooklyn	Owner occupied conventional	3 bedrooms	4 rooms	2 units without business	  	156682	03	Owned or being bought	Not applicable (owner occupied)	2012 or later
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Brooklyn	Owner occupied conventional	5 bedrooms	7 rooms	1 unit without business	  	519882	03	Owned or being bought	Not applicable (owner occupied)	1970-1979
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	01400	Manhattan	Other rental	2 bedrooms	4 rooms	3 units	  	525759	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	01100	Staten Island	Other rental	2 bedrooms	4 rooms	3 units	  	567437	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	01200	Manhattan	Other rental	2 bedrooms	4 rooms	3 units	  	577712	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	01200	Not reported	Stabilized pre 1947	2 bedrooms	4 rooms	6 to 9 units	  	996090	03	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	01185	Brooklyn	Stabilized pre 1947	1 bedrooms	3 rooms	6 to 9 units	  	626321	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	01600	Brooklyn	Stabilized pre 1947	3 bedrooms	5 rooms	6 to 9 units	  	210309	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	01203	Manhattan	Stabilized pre 1947	3 bedrooms	5 rooms	6 to 9 units	  	773747	03	N/A (renter)	Pay cash rent	1995-1999
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	00900	Brooklyn	Stabilized pre 1947	1 bedrooms	2 rooms	6 to 9 units	  	872044	03	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	Unknown	00780	Brooklyn	Stabilized pre 1947	1 bedrooms	2 rooms	6 to 9 units	  	785673	03	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	01500	Other state	Other rental	2 bedrooms	4 rooms	3 units	  	734944	03	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Brooklyn	Owner occupied conventional	3 bedrooms	8 rooms or more	1 unit without business	  	625180	03	Owned or being bought	Not applicable (owner occupied)	1980-1984
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	01050	Other state	Other rental	1 bedrooms	2 rooms	3 units	  	271931	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Brooklyn	Owner occupied conventional	5 bedrooms	8 rooms or more	2 units without business	  	527378	03	Owned or being bought	Not applicable (owner occupied)	1995-1999
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Brooklyn	Owner occupied conventional	6 bedrooms	8 rooms or more	2 units without business	  	945959	03	Owned or being bought	Not applicable (owner occupied)	1995-1999
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Brooklyn	Owner occupied conventional	3 bedrooms	7 rooms	3 units	  	630626	03	Owned or being bought	Not applicable (owner occupied)	1970-1979
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	01250	Brooklyn	Other rental	2 bedrooms	4 rooms	3 units	  	297488	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Brooklyn	Dilapidated	No	01500	Brooklyn	Other rental	3 bedrooms	6 rooms	3 units	  	258944	03	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Brooklyn	Owner occupied conventional	7 bedrooms	8 rooms or more	1 unit without business	  	542248	03	Owned or being bought	Not applicable (owner occupied)	1969 or earlier
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	01200	Brooklyn	Stabilized pre 1947	No bedroom	1 rooms	6 to 9 units	  	144160	03	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	01800	Brooklyn	Stabilized post 1947	2 bedrooms	4 rooms	10 to 12 units	  	070301	03	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	01400	Brooklyn	Other rental	1 bedrooms	3 rooms	3 units	  	256306	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	01400	Brooklyn	Other rental	2 bedrooms	3 rooms	3 units	  	624914	03	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	00750	Europe	Other rental	No bedroom	1 rooms	4 units	  	444628	03	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Brooklyn	Dilapidated	No	Not applicable (occupied rent free or owner occupied)	Queens	Owner occupied conventional	1 bedrooms	3 rooms	4 units	  	936138	03	Owned or being bought	Not applicable (owner occupied)	2012 or later
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	03000	Manhattan	Other rental	2 bedrooms	4 rooms	3 units	  	797080	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	01650	Not reported	Other rental	2 bedrooms	5 rooms	2 units without business	  	504176	03	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Other state	Owner occupied conventional	3 bedrooms	5 rooms	3 units	  	944955	03	Owned or being bought	Not applicable (owner occupied)	2009-2011
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Brooklyn	Owner occupied conventional	4 bedrooms	7 rooms	3 units	  	633898	03	Owned or being bought	Not applicable (owner occupied)	2009-2011
uf_14_occ_web_b.txt	2014	Brooklyn	Deteriorating	No	Not applicable (occupied rent free or owner occupied)	Brooklyn	Owner occupied conventional	3 bedrooms	4 rooms	2 units without business	  	083070	03	Owned or being bought	Not applicable (owner occupied)	1985-1989
uf_14_occ_web_b.txt	2014	Brooklyn	Deteriorating	No	Not applicable (occupied rent free or owner occupied)	Brooklyn	Owner occupied conventional	5 bedrooms	7 rooms	2 units without business	  	602483	03	Owned or being bought	Not applicable (owner occupied)	2000-2002
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	00900	Brooklyn	Stabilized pre 1947	1 bedrooms	3 rooms	6 to 9 units	  	623012	03	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	01200	Brooklyn	Stabilized pre 1947	1 bedrooms	3 rooms	6 to 9 units	  	832507	03	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	01200	Manhattan	Stabilized pre 1947	2 bedrooms	3 rooms	6 to 9 units	  	992022	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	01050	Brooklyn	Stabilized pre 1947	2 bedrooms	3 rooms	6 to 9 units	  	026880	03	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Brooklyn	Owner occupied conventional	3 bedrooms	8 rooms or more	1 unit without business	  	609139	03	Owned or being bought	Not applicable (owner occupied)	1970-1979
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Brooklyn	Other rental	6 bedrooms	8 rooms or more	1 unit without business	  	038210	03	N/A (renter)	Occupy rent free	1969 or earlier
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	00650	Brooklyn	Other rental	3 bedrooms	5 rooms	1 unit with business	  	674454	03	N/A (renter)	Pay cash rent	2003-2005
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	02600	Brooklyn	Other rental	No bedroom	1 rooms	20 to 49 units	  	763000	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Brooklyn	Other rental	2 bedrooms	5 rooms	2 units without business	  	237627	03	N/A (renter)	Occupy rent free	1985-1989
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Brooklyn	Owner occupied conventional	6 bedrooms	8 rooms or more	1 unit without business	  	937696	03	Owned or being bought	Not applicable (owner occupied)	2012 or later
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	01300	Brooklyn	Stabilized pre 1947	2 bedrooms	4 rooms	10 to 12 units	  	217308	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	01143	Brooklyn	Stabilized pre 1947	1 bedrooms	3 rooms	10 to 12 units	  	619242	03	N/A (renter)	Pay cash rent	2003-2005
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	01007	Brooklyn	Stabilized pre 1947	1 bedrooms	2 rooms	10 to 12 units	  	127595	03	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	01007	Manhattan	Stabilized pre 1947	1 bedrooms	3 rooms	6 to 9 units	  	087748	03	N/A (renter)	Pay cash rent	2003-2005
uf_14_occ_web_b.txt	2014	Brooklyn	Not Reported	No	00600	Brooklyn	Stabilized pre 1947	2 bedrooms	4 rooms	6 to 9 units	  	611810	03	N/A (renter)	Pay cash rent	1990-1994
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	00700	Other unit in same building	Stabilized pre 1947	3 bedrooms	5 rooms	5 units	  	138775	03	N/A (renter)	Pay cash rent	2003-2005
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	00600	Brooklyn	Stabilized pre 1947	2 bedrooms	4 rooms	6 to 9 units	  	612826	03	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	00500	Brooklyn	Stabilized pre 1947	1 bedrooms	2 rooms	6 to 9 units	  	512627	03	N/A (renter)	Pay cash rent	1990-1994
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	Condo	Not applicable (occupied rent free or owner occupied)	Brooklyn	Owner occupied condo	2 bedrooms	4 rooms	6 to 9 units	  	367566	03	Owned or being bought	Not applicable (owner occupied)	1990-1994
uf_14_occ_web_b.txt	2014	Brooklyn	Deteriorating	No	Not applicable (occupied rent free or owner occupied)	Always lived in this unit	Owner occupied conventional	3 bedrooms	8 rooms or more	1 unit without business	  	403183	03	Owned or being bought	Not applicable (owner occupied)	2012 or later
uf_14_occ_web_b.txt	2014	Brooklyn	Deteriorating	No	Not applicable (occupied rent free or owner occupied)	Not reported	Owner occupied conventional	2 bedrooms	4 rooms	2 units without business	  	486332	03	Owned or being bought	Not applicable (owner occupied)	1985-1989
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Not reported	Owner occupied conventional	4 bedrooms	8 rooms or more	3 units	  	387784	03	Owned or being bought	Not applicable (owner occupied)	1985-1989
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	00800	Brooklyn	Stabilized pre 1947	1 bedrooms	3 rooms	6 to 9 units	  	840756	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	00390	Brooklyn	Stabilized pre 1947	1 bedrooms	3 rooms	6 to 9 units	  	474259	03	N/A (renter)	Pay cash rent	1995-1999
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	00709	Brooklyn	Stabilized pre 1947	1 bedrooms	2 rooms	6 to 9 units	  	884210	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	01213	Brooklyn	Other rental	3 bedrooms	5 rooms	4 units	  	051775	03	N/A (renter)	Pay cash rent	2003-2005
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	01100	Brooklyn	Other rental	2 bedrooms	4 rooms	2 units without business	  	067319	03	N/A (renter)	Pay cash rent	1980-1984
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	01600	NY, NJ, Connecticut	Other rental	3 bedrooms	5 rooms	2 units without business	  	231663	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Brooklyn	Owner occupied conventional	3 bedrooms	6 rooms	3 units	  	551727	03	Owned or being bought	Not applicable (owner occupied)	2006-2008
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	01100	Brooklyn	Other rental	2 bedrooms	4 rooms	3 units	  	048113	03	N/A (renter)	Pay cash rent	1980-1984
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	00900	Not reported	Other rental	No bedroom	1 rooms	2 units without business	  	466323	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	01300	Not reported	Other rental	3 bedrooms	5 rooms	2 units without business	  	032620	03	N/A (renter)	Pay cash rent	2000-2002
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Brooklyn	Owner occupied conventional	3 bedrooms	5 rooms	3 units	  	846590	03	Owned or being bought	Not applicable (owner occupied)	2003-2005
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	01500	Brooklyn	Other rental	No bedroom	1 rooms	4 units	  	070765	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Brooklyn	Owner occupied conventional	1 bedrooms	2 rooms	4 units	  	727829	03	Owned or being bought	Not applicable (owner occupied)	2003-2005
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	01850	Brooklyn	Other rental	3 bedrooms	5 rooms	1 unit with business	  	590263	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	00840	Brooklyn	Stabilized pre 1947	2 bedrooms	4 rooms	6 to 9 units	  	345441	03	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	01300	Brooklyn	Other rental	1 bedrooms	3 rooms	5 units	  	517100	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	01600	Brooklyn	Stabilized pre 1947	1 bedrooms	4 rooms	6 to 9 units	  	750220	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	00700	Brooklyn	Stabilized pre 1947	1 bedrooms	2 rooms	6 to 9 units	  	850099	03	N/A (renter)	Pay cash rent	2003-2005
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	01200	Brooklyn	Other rental	1 bedrooms	4 rooms	3 units	  	133604	03	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	01750	Manhattan	Other rental	2 bedrooms	5 rooms	2 units without business	  	800228	03	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	00550	Not reported	Other rental	1 bedrooms	3 rooms	2 units without business	  	052261	03	N/A (renter)	Pay cash rent	1990-1994
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	01675	Brooklyn	Other rental	1 bedrooms	3 rooms	4 units	  	563133	03	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	01400	Brooklyn	Stabilized post 1947	3 bedrooms	5 rooms	6 to 9 units	  	940988	03	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	Condo	Not applicable (occupied rent free or owner occupied)	Brooklyn	Owner occupied condo	3 bedrooms	5 rooms	6 to 9 units	  	000792	03	Owned or being bought	Not applicable (owner occupied)	2000-2002
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	00950	Brooklyn	Stabilized pre 1947	1 bedrooms	3 rooms	6 to 9 units	  	672614	03	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	00650	Brooklyn	Stabilized pre 1947	1 bedrooms	3 rooms	6 to 9 units	  	982128	03	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	00890	Brooklyn	Other rental	1 bedrooms	3 rooms	5 units	  	750982	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	01225	Brooklyn	Stabilized pre 1947	4 bedrooms	6 rooms	3 units	  	757434	03	N/A (renter)	Pay cash rent	2003-2005
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	01235	Brooklyn	Stabilized pre 1947	2 bedrooms	5 rooms	4 units	  	807257	03	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Brooklyn	Owner occupied conventional	2 bedrooms	4 rooms	2 units without business	  	877943	03	Owned or being bought	Not applicable (owner occupied)	1990-1994
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Brooklyn	Owner occupied conventional	5 bedrooms	8 rooms or more	2 units without business	  	026276	03	Owned or being bought	Not applicable (owner occupied)	1990-1994
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	00700	Brooklyn	Other rental	2 bedrooms	4 rooms	2 units without business	  	479613	03	N/A (renter)	Pay cash rent	1995-1999
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Brooklyn	Owner occupied conventional	3 bedrooms	5 rooms	2 units without business	  	845994	03	Owned or being bought	Not applicable (owner occupied)	1990-1994
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	Condo	01680	Not reported	Stabilized post 1947	3 bedrooms	6 rooms	10 to 12 units	  	307877	03	N/A (renter)	Pay cash rent	2003-2005
uf_14_occ_web_b.txt	2014	Brooklyn	Not Reported	Condo	01800	Not reported	Stabilized post 1947	4 bedrooms	6 rooms	10 to 12 units	  	393084	03	N/A (renter)	Pay cash rent	2003-2005
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	00665	Always lived in this unit	Stabilized pre 1947	1 bedrooms	3 rooms	10 to 12 units	  	897679	03	N/A (renter)	Pay cash rent	1995-1999
uf_14_occ_web_b.txt	2014	Brooklyn	Deteriorating	No	01200	Queens	Other rental	2 bedrooms	4 rooms	5 units	  	000566	03	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Brooklyn	Deteriorating	No	Not applicable (occupied rent free or owner occupied)	Other state	Owner occupied conventional	1 bedrooms	3 rooms	3 units	  	128930	03	Owned or being bought	Not applicable (owner occupied)	1969 or earlier
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	00240	Brooklyn	Public housing	1 bedrooms	2 rooms	50 to 99 units	  	234037	03	N/A (renter)	Pay cash rent	1980-1984
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	00234	Brooklyn	Public housing	1 bedrooms	2 rooms	50 to 99 units	  	839177	03	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	00383	Brooklyn	Public housing	1 bedrooms	2 rooms	50 to 99 units	  	867432	03	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	00800	Not reported	Other rental	No bedroom	1 rooms	5 units	  	595515	03	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	00900	Other state	Other rental	1 bedrooms	3 rooms	3 units	  	477115	03	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	01200	Always lived in this unit	Other rental	3 bedrooms	5 rooms	2 units without business	  	437764	03	N/A (renter)	Pay cash rent	2000-2002
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Brooklyn	Owner occupied conventional	2 bedrooms	8 rooms or more	3 units	  	423696	03	Owned or being bought	Not applicable (owner occupied)	1970-1979
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	01082	Queens	Stabilized pre 1947	1 bedrooms	3 rooms	20 to 49 units	  	479465	03	N/A (renter)	Pay cash rent	2000-2002
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	01000	Brooklyn	Stabilized pre 1947	1 bedrooms	2 rooms	13 to 19 units	  	428317	03	N/A (renter)	Pay cash rent	1990-1994
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	00186	Brooklyn	Stabilized pre 1947	No bedroom	1 rooms	13 to 19 units	  	682616	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	02200	Not reported	Other rental	1 bedrooms	3 rooms	3 units	  	049281	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	00813	Brooklyn	Stabilized pre 1947	No bedroom	1 rooms	13 to 19 units	  	203480	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	00825	Brooklyn	Stabilized pre 1947	2 bedrooms	4 rooms	13 to 19 units	  	168482	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	00620	NY, NJ, Connecticut	Stabilized pre 1947	2 bedrooms	4 rooms	13 to 19 units	  	792382	03	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	00500	Brooklyn	Other rental	2 bedrooms	3 rooms	3 units	  	365862	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Brooklyn	Other rental	2 bedrooms	4 rooms	3 units	  	799721	03	N/A (renter)	Occupy rent free	2009-2011
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	00900	Brooklyn	Other rental	3 bedrooms	5 rooms	3 units	  	756352	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Brooklyn	Sound	No	02850	Brooklyn	Other rental	4 bedrooms	6 rooms	2 units without business	  	007055	03	N/A (renter)	Pay cash rent	2012 or later
